#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH)
1018,07/17/2023 21:00:00,25.62,177.61,3.69
1019,07/17/2023 22:00:00,25.57,178.15,3.68
1020,07/17/2023 23:00:00,25.55,178.04,3.69
1021,07/18/2023 00:00:00,25.53,177.19,3.70
1022,07/18/2023 01:00:00,25.50,177.32,3.70
1023,07/18/2023 02:00:00,25.48,177.32,3.70
1024,07/18/2023 03:00:00,25.43,177.65,3.69
1025,07/18/2023 04:00:00,25.40,177.74,3.69
1026,07/18/2023 05:00:00,25.36,177.61,3.69
1027,07/18/2023 06:00:00,25.33,177.60,3.69
1028,07/18/2023 07:00:00,25.28,177.61,3.69
1029,07/18/2023 08:00:00,25.26,177.66,3.69
1030,07/18/2023 09:00:00,25.26,177.58,3.69
1031,07/18/2023 10:00:00,25.31,177.54,3.69
1032,07/18/2023 11:00:00,25.38,177.66,3.69
1033,07/18/2023 12:00:00,25.48,177.32,3.70
1034,07/18/2023 13:00:00,25.55,176.74,3.71
1035,07/18/2023 14:00:00,25.65,175.61,3.73
1036,07/18/2023 15:00:00,25.74,172.72,3.78
1037,07/18/2023 16:00:00,25.72,167.57,3.87
1038,07/18/2023 17:00:00,25.72,164.83,3.91
1039,07/18/2023 18:00:00,25.74,166.36,3.89
1040,07/18/2023 19:00:00,25.67,164.80,3.91
1041,07/18/2023 20:00:00,25.65,165.63,3.90
1042,07/18/2023 21:00:00,25.62,164.38,3.92
1043,07/18/2023 22:00:00,25.60,162.57,3.95
1044,07/18/2023 23:00:00,25.55,161.43,3.97
1045,07/19/2023 00:00:00,25.53,160.88,3.98
1046,07/19/2023 01:00:00,25.48,161.46,3.97
1047,07/19/2023 02:00:00,25.45,160.99,3.98
1048,07/19/2023 03:00:00,25.40,160.85,3.98
1049,07/19/2023 04:00:00,25.36,160.82,3.98
1050,07/19/2023 05:00:00,25.31,160.68,3.98
1051,07/19/2023 06:00:00,25.28,160.57,3.98
1052,07/19/2023 07:00:00,25.23,160.66,3.98
1053,07/19/2023 08:00:00,25.19,161.04,3.97
1054,07/19/2023 09:00:00,25.19,161.05,3.97
1055,07/19/2023 10:00:00,25.19,161.21,3.97
1056,07/19/2023 11:00:00,25.23,161.05,3.98
1057,07/19/2023 12:00:00,25.31,160.83,3.98
1058,07/19/2023 13:00:00,25.38,160.33,3.99
1059,07/19/2023 14:00:00,25.43,159.85,4.00
1060,07/19/2023 15:00:00,25.38,159.74,4.00
1061,07/19/2023 16:00:00,25.38,159.80,4.00
1062,07/19/2023 17:00:00,25.40,159.54,4.00
1063,07/19/2023 18:00:00,25.40,159.65,4.00
1064,07/19/2023 19:00:00,25.40,159.60,4.00
1065,07/19/2023 20:00:00,25.40,159.74,4.00
1066,07/19/2023 21:00:00,25.40,159.99,4.00
1067,07/19/2023 22:00:00,25.40,160.30,3.99
1068,07/19/2023 23:00:00,25.40,160.47,3.99
1069,07/20/2023 00:00:00,25.40,160.65,3.98
1070,07/20/2023 01:00:00,25.38,160.77,3.98
1071,07/20/2023 02:00:00,25.38,161.00,3.98
1072,07/20/2023 03:00:00,25.36,161.10,3.98
1073,07/20/2023 04:00:00,25.33,161.24,3.97
1074,07/20/2023 05:00:00,25.28,161.16,3.97
1075,07/20/2023 06:00:00,25.26,161.13,3.97
1076,07/20/2023 07:00:00,25.21,161.08,3.97
1077,07/20/2023 08:00:00,25.19,160.97,3.98
1078,07/20/2023 09:00:00,25.14,161.40,3.97
1079,07/20/2023 10:00:00,25.14,161.54,3.97
1080,07/20/2023 11:00:00,25.11,161.47,3.97
1081,07/20/2023 12:00:00,25.19,161.32,3.97
1082,07/20/2023 13:00:00,25.19,161.32,3.97
1083,07/20/2023 14:00:00,25.21,161.40,3.97
1084,07/20/2023 15:00:00,25.23,161.33,3.97
1085,07/20/2023 16:00:00,25.28,161.30,3.97
1086,07/20/2023 17:00:00,25.33,161.91,3.96
1087,07/20/2023 18:00:00,25.38,161.90,3.96
1088,07/20/2023 19:00:00,25.40,161.94,3.96
1089,07/20/2023 20:00:00,25.45,162.00,3.96
1090,07/20/2023 21:00:00,25.48,162.05,3.96
1091,07/20/2023 22:00:00,25.50,162.10,3.96
1092,07/20/2023 23:00:00,25.50,162.10,3.96
1093,07/21/2023 00:00:00,25.53,162.16,3.96
1094,07/21/2023 01:00:00,25.53,162.24,3.96
1095,07/21/2023 02:00:00,25.53,162.16,3.96
1096,07/21/2023 03:00:00,25.50,162.16,3.96
1097,07/21/2023 04:00:00,25.50,162.16,3.96
1098,07/21/2023 05:00:00,25.48,162.08,3.96
1099,07/21/2023 06:00:00,25.45,162.18,3.96
1100,07/21/2023 07:00:00,25.40,162.15,3.96
1101,07/21/2023 08:00:00,25.38,162.19,3.96
1102,07/21/2023 09:00:00,25.33,162.24,3.96
1103,07/21/2023 10:00:00,25.33,162.24,3.96
1104,07/21/2023 11:00:00,25.31,162.21,3.96
1105,07/21/2023 12:00:00,25.38,162.44,3.95
1106,07/21/2023 13:00:00,25.40,162.15,3.96
1107,07/21/2023 14:00:00,25.43,162.21,3.96
1108,07/21/2023 15:00:00,25.45,162.16,3.96
1109,07/21/2023 16:00:00,25.48,162.47,3.95
1110,07/21/2023 17:00:00,25.48,162.40,3.95
1111,07/21/2023 18:00:00,25.50,162.24,3.96
1112,07/21/2023 19:00:00,25.48,162.16,3.96
1113,07/21/2023 20:00:00,25.48,162.11,3.96
1114,07/21/2023 21:00:00,25.48,162.08,3.96
1115,07/21/2023 22:00:00,25.48,162.08,3.96
1116,07/21/2023 23:00:00,25.48,162.24,3.96
1117,07/22/2023 00:00:00,25.50,162.27,3.96
1118,07/22/2023 01:00:00,25.50,162.32,3.96
1119,07/22/2023 02:00:00,25.50,162.35,3.96
1120,07/22/2023 03:00:00,25.50,162.32,3.96
1121,07/22/2023 04:00:00,25.50,162.33,3.96
1122,07/22/2023 05:00:00,25.50,162.36,3.96
1123,07/22/2023 06:00:00,25.48,162.29,3.96
1124,07/22/2023 07:00:00,25.45,162.22,3.96
1125,07/22/2023 08:00:00,25.43,162.21,3.96
1126,07/22/2023 09:00:00,25.40,162.16,3.96
1127,07/22/2023 10:00:00,25.40,162.05,3.96
1128,07/22/2023 11:00:00,25.40,162.08,3.96
1129,07/22/2023 12:00:00,25.48,162.65,3.95
1130,07/22/2023 13:00:00,25.53,162.47,3.95
1131,07/22/2023 14:00:00,25.55,162.52,3.95
1132,07/22/2023 15:00:00,25.55,162.44,3.95
1133,07/22/2023 16:00:00,25.57,162.47,3.95
1134,07/22/2023 17:00:00,25.60,162.46,3.95
1135,07/22/2023 18:00:00,25.57,162.08,3.96
1136,07/22/2023 19:00:00,25.57,161.65,3.97
1137,07/22/2023 20:00:00,25.55,161.63,3.97
1138,07/22/2023 21:00:00,25.55,161.43,3.97
1139,07/22/2023 22:00:00,25.53,161.13,3.98
1140,07/22/2023 23:00:00,25.50,161.11,3.98
1141,07/23/2023 00:00:00,25.45,161.19,3.97
1142,07/23/2023 01:00:00,25.40,161.22,3.97
1143,07/23/2023 02:00:00,25.36,161.19,3.97
1144,07/23/2023 03:00:00,25.28,161.24,3.97
1145,07/23/2023 04:00:00,25.21,161.24,3.97
1146,07/23/2023 05:00:00,25.14,161.60,3.96
1147,07/23/2023 06:00:00,25.06,161.79,3.96
1148,07/23/2023 07:00:00,24.97,162.11,3.95
1149,07/23/2023 08:00:00,24.92,163.63,3.93
1150,07/23/2023 09:00:00,24.90,163.74,3.93
1151,07/23/2023 10:00:00,24.90,164.02,3.92
1152,07/23/2023 11:00:00,24.92,163.85,3.92
1153,07/23/2023 12:00:00,24.97,163.77,3.93
1154,07/23/2023 13:00:00,24.99,163.69,3.93
1155,07/23/2023 14:00:00,24.99,162.68,3.94
1156,07/23/2023 15:00:00,24.99,161.74,3.96
1157,07/23/2023 16:00:00,24.99,161.43,3.97
1158,07/23/2023 17:00:00,25.02,161.47,3.97
1159,07/23/2023 18:00:00,25.02,161.63,3.96
1160,07/23/2023 19:00:00,25.02,161.75,3.96
1161,07/23/2023 20:00:00,25.02,161.72,3.96
1162,07/23/2023 21:00:00,25.02,161.61,3.96
1163,07/23/2023 22:00:00,25.02,161.58,3.96
1164,07/23/2023 23:00:00,24.99,161.55,3.96
1165,07/24/2023 00:00:00,24.99,161.58,3.96
1166,07/24/2023 01:00:00,24.97,161.58,3.96
1167,07/24/2023 02:00:00,24.97,161.58,3.96
1168,07/24/2023 03:00:00,24.94,161.52,3.96
1169,07/24/2023 04:00:00,24.92,161.38,3.97
1170,07/24/2023 05:00:00,24.92,161.21,3.97
1171,07/24/2023 06:00:00,24.92,161.05,3.97
1172,07/24/2023 07:00:00,24.92,161.05,3.97
1173,07/24/2023 08:00:00,24.94,162.58,3.95
1174,07/24/2023 09:00:00,24.94,171.19,3.80
1175,07/24/2023 10:00:00,24.94,174.35,3.74
1176,07/24/2023 11:00:00,25.02,174.94,3.73
1177,07/24/2023 12:00:00,25.14,174.52,3.74
1178,07/24/2023 13:00:00,25.23,174.30,3.75
1179,07/24/2023 14:00:00,25.38,173.90,3.75
1180,07/24/2023 15:00:00,25.48,173.57,3.76
1181,07/24/2023 16:00:00,25.53,174.05,3.75
1182,07/24/2023 17:00:00,25.60,173.24,3.77
1183,07/24/2023 18:00:00,25.60,166.63,3.88
1184,07/24/2023 19:00:00,25.57,165.29,3.91
1185,07/24/2023 20:00:00,25.50,164.32,3.92
1186,07/24/2023 21:00:00,25.48,163.08,3.94
1187,07/24/2023 22:00:00,25.45,163.08,3.94
1188,07/24/2023 23:00:00,25.45,171.83,3.79
1189,07/25/2023 00:00:00,25.43,170.22,3.82
1190,07/25/2023 01:00:00,25.38,170.99,3.81
1191,07/25/2023 02:00:00,25.33,170.41,3.81
1192,07/25/2023 03:00:00,25.28,167.93,3.86
1193,07/25/2023 04:00:00,25.26,168.49,3.85
1194,07/25/2023 05:00:00,25.21,168.04,3.85
1195,07/25/2023 06:00:00,25.19,169.52,3.83
1196,07/25/2023 07:00:00,25.14,168.85,3.84
1197,07/25/2023 08:00:00,25.11,167.63,3.86
1198,07/25/2023 09:00:00,25.11,167.96,3.85
1199,07/25/2023 10:00:00,25.14,169.15,3.83
1200,07/25/2023 11:00:00,25.23,168.27,3.85
1201,07/25/2023 12:00:00,25.33,167.16,3.87
1202,07/25/2023 13:00:00,25.33,165.47,3.90
1203,07/25/2023 14:00:00,25.31,164.35,3.92
1204,07/25/2023 15:00:00,25.28,162.90,3.94
1205,07/25/2023 16:00:00,25.31,163.07,3.94
1206,07/25/2023 17:00:00,25.28,162.90,3.94
1207,07/25/2023 18:00:00,25.26,162.65,3.95
1208,07/25/2023 19:00:00,25.28,162.66,3.95
1209,07/25/2023 20:00:00,25.23,162.60,3.95
1210,07/25/2023 21:00:00,25.21,162.58,3.95
1211,07/25/2023 22:00:00,25.16,162.40,3.95
1212,07/25/2023 23:00:00,25.11,163.04,3.94
1213,07/26/2023 00:00:00,25.04,162.60,3.95
1214,07/26/2023 01:00:00,24.97,162.35,3.95
1215,07/26/2023 02:00:00,24.87,162.35,3.95
1216,07/26/2023 03:00:00,24.77,162.21,3.95
1217,07/26/2023 04:00:00,24.65,162.43,3.95
1218,07/26/2023 05:00:00,24.56,163.02,3.93
1219,07/26/2023 06:00:00,24.46,168.41,3.84
1220,07/26/2023 07:00:00,24.36,170.32,3.81
1221,07/26/2023 08:00:00,24.29,171.18,3.79
1222,07/26/2023 09:00:00,24.32,170.72,3.80
1223,07/26/2023 10:00:00,24.34,169.04,3.83
1224,07/26/2023 11:00:00,24.39,167.72,3.85
1225,07/26/2023 12:00:00,24.48,169.22,3.83
1226,07/26/2023 13:00:00,24.56,168.32,3.84
1227,07/26/2023 14:00:00,24.60,167.83,3.85
1228,07/26/2023 15:00:00,24.65,167.43,3.86
1229,07/26/2023 16:00:00,24.73,166.79,3.87
1230,07/26/2023 17:00:00,24.77,166.79,3.87
1231,07/26/2023 18:00:00,24.82,166.65,3.87
1232,07/26/2023 19:00:00,24.87,166.52,3.88
1233,07/26/2023 20:00:00,24.90,166.60,3.88
1234,07/26/2023 21:00:00,24.92,166.38,3.88
1235,07/26/2023 22:00:00,24.94,165.94,3.89
1236,07/26/2023 23:00:00,24.94,165.16,3.90
1237,07/27/2023 00:00:00,24.97,164.71,3.91
1238,07/27/2023 01:00:00,24.97,164.38,3.91
1239,07/27/2023 02:00:00,24.97,163.99,3.92
1240,07/27/2023 03:00:00,24.97,163.68,3.93
1241,07/27/2023 04:00:00,24.94,163.43,3.93
1242,07/27/2023 05:00:00,24.92,163.27,3.93
1243,07/27/2023 06:00:00,24.90,163.15,3.94
1244,07/27/2023 07:00:00,24.85,162.96,3.94
1245,07/27/2023 08:00:00,24.80,162.83,3.94
1246,07/27/2023 09:00:00,24.77,162.68,3.94
1247,07/27/2023 10:00:00,24.77,162.65,3.94
1248,07/27/2023 11:00:00,24.77,162.79,3.94
1249,07/27/2023 12:00:00,24.80,163.02,3.94
1250,07/27/2023 13:00:00,24.82,163.40,3.93
1251,07/27/2023 14:00:00,24.85,163.68,3.93
1252,07/27/2023 15:00:00,24.87,163.80,3.92
1253,07/27/2023 16:00:00,24.87,163.99,3.92
1254,07/27/2023 17:00:00,24.87,163.75,3.92
1255,07/27/2023 18:00:00,24.87,163.52,3.93
1256,07/27/2023 19:00:00,24.90,163.35,3.93
1257,07/27/2023 20:00:00,24.90,163.19,3.93
1258,07/27/2023 21:00:00,24.90,163.04,3.94
1259,07/27/2023 22:00:00,24.90,162.94,3.94
1260,07/27/2023 23:00:00,24.90,162.88,3.94
1261,07/28/2023 00:00:00,24.90,162.82,3.94
1262,07/28/2023 01:00:00,24.90,162.66,3.94
1263,07/28/2023 02:00:00,24.90,162.74,3.94
1264,07/28/2023 03:00:00,24.90,162.63,3.94
1265,07/28/2023 04:00:00,24.87,162.49,3.95
1266,07/28/2023 05:00:00,24.85,162.35,3.95
1267,07/28/2023 06:00:00,24.82,162.19,3.95
1268,07/28/2023 07:00:00,24.80,162.04,3.95
1269,07/28/2023 08:00:00,24.77,161.88,3.96
1270,07/28/2023 09:00:00,24.77,161.82,3.96
1271,07/28/2023 10:00:00,24.77,161.74,3.96
1272,07/28/2023 11:00:00,24.77,162.08,3.95
1273,07/28/2023 12:00:00,24.87,163.57,3.93
1274,07/28/2023 13:00:00,24.87,162.88,3.94
1275,07/28/2023 14:00:00,24.90,162.88,3.94
1276,07/28/2023 15:00:00,24.92,163.69,3.93
1277,07/28/2023 16:00:00,24.92,163.54,3.93
1278,07/28/2023 17:00:00,24.92,163.33,3.93
1279,07/28/2023 18:00:00,24.90,163.05,3.94
1280,07/28/2023 19:00:00,24.90,162.85,3.94
1281,07/28/2023 20:00:00,24.90,162.69,3.94
1282,07/28/2023 21:00:00,24.87,162.49,3.95
1283,07/28/2023 22:00:00,24.87,162.24,3.95
1284,07/28/2023 23:00:00,24.87,161.99,3.96
1285,07/29/2023 00:00:00,24.87,161.80,3.96
1286,07/29/2023 01:00:00,24.85,161.66,3.96
1287,07/29/2023 02:00:00,24.85,161.47,3.96
1288,07/29/2023 03:00:00,24.82,161.30,3.97
1289,07/29/2023 04:00:00,24.80,161.15,3.97
1290,07/29/2023 05:00:00,24.77,161.07,3.97
1291,07/29/2023 06:00:00,24.73,160.97,3.97
1292,07/29/2023 07:00:00,24.68,161.75,3.96
1293,07/29/2023 08:00:00,24.63,162.05,3.95
1294,07/29/2023 09:00:00,24.60,162.15,3.95
1295,07/29/2023 10:00:00,24.60,162.21,3.95
1296,07/29/2023 11:00:00,24.63,162.43,3.95
1297,07/29/2023 12:00:00,24.75,166.72,3.87
1298,07/29/2023 13:00:00,24.82,166.29,3.88
1299,07/29/2023 14:00:00,24.87,166.44,3.88
1300,07/29/2023 15:00:00,24.90,166.44,3.88
1301,07/29/2023 16:00:00,24.87,166.11,3.88
1302,07/29/2023 17:00:00,24.87,165.40,3.90
1303,07/29/2023 18:00:00,24.87,164.63,3.91
1304,07/29/2023 19:00:00,24.85,164.29,3.92
1305,07/29/2023 20:00:00,24.85,163.85,3.92
1306,07/29/2023 21:00:00,24.85,163.36,3.93
1307,07/29/2023 22:00:00,24.85,162.97,3.94
1308,07/29/2023 23:00:00,24.85,162.63,3.94
1309,07/30/2023 00:00:00,24.85,162.30,3.95
1310,07/30/2023 01:00:00,24.85,162.02,3.95
1311,07/30/2023 02:00:00,24.85,161.80,3.96
1312,07/30/2023 03:00:00,24.82,161.55,3.96
1313,07/30/2023 04:00:00,24.80,161.32,3.97
1314,07/30/2023 05:00:00,24.77,161.10,3.97
1315,07/30/2023 06:00:00,24.75,160.90,3.97
1316,07/30/2023 07:00:00,24.73,160.71,3.98
1317,07/30/2023 08:00:00,24.70,160.54,3.98
1318,07/30/2023 09:00:00,24.68,160.49,3.98
1319,07/30/2023 10:00:00,24.68,160.50,3.98
1320,07/30/2023 11:00:00,24.70,160.72,3.98
1321,07/30/2023 12:00:00,24.80,163.43,3.93
1322,07/30/2023 13:00:00,24.90,165.19,3.90
1323,07/30/2023 14:00:00,24.94,164.68,3.91
1324,07/30/2023 15:00:00,24.97,164.99,3.90
1325,07/30/2023 16:00:00,24.97,165.27,3.90
1326,07/30/2023 17:00:00,24.99,165.61,3.89
1327,07/30/2023 18:00:00,24.99,165.43,3.90
1328,07/30/2023 19:00:00,24.99,165.24,3.90
1329,07/30/2023 20:00:00,24.97,164.93,3.91
1330,07/30/2023 21:00:00,24.97,164.40,3.91
1331,07/30/2023 22:00:00,24.97,163.29,3.93
1332,07/30/2023 23:00:00,24.94,162.75,3.94
1333,07/31/2023 00:00:00,24.92,162.22,3.95
1334,07/31/2023 01:00:00,24.90,161.93,3.96
1335,07/31/2023 02:00:00,24.87,161.74,3.96
1336,07/31/2023 03:00:00,24.87,161.38,3.97
1337,07/31/2023 04:00:00,24.80,162.43,3.95
1338,07/31/2023 05:00:00,24.70,162.55,3.94
1339,07/31/2023 06:00:00,24.63,171.85,3.78
1340,07/31/2023 07:00:00,24.58,170.79,3.80
1341,07/31/2023 08:00:00,24.53,173.49,3.75
1342,07/31/2023 09:00:00,24.51,172.57,3.77
1343,07/31/2023 10:00:00,24.53,172.72,3.77
1344,07/31/2023 11:00:00,24.51,172.65,3.77
1345,07/31/2023 12:00:00,24.56,171.51,3.79
1346,07/31/2023 13:00:00,24.65,172.96,3.76
1347,07/31/2023 14:00:00,24.75,172.30,3.78
1348,07/31/2023 15:00:00,24.87,171.85,3.78
1349,07/31/2023 16:00:00,24.82,171.30,3.79
1350,07/31/2023 17:00:00,24.85,171.49,3.79
1351,07/31/2023 18:00:00,24.87,171.54,3.79
1352,07/31/2023 19:00:00,24.87,171.66,3.79
1353,07/31/2023 20:00:00,24.87,171.35,3.79
1354,07/31/2023 21:00:00,24.87,171.90,3.78
1355,07/31/2023 22:00:00,24.87,172.49,3.77
1356,07/31/2023 23:00:00,24.85,172.66,3.77
1357,08/01/2023 00:00:00,24.77,172.60,3.77
1358,08/01/2023 01:00:00,24.70,172.80,3.77
1359,08/01/2023 02:00:00,24.63,173.18,3.76
1360,08/01/2023 03:00:00,24.56,173.04,3.76
1361,08/01/2023 04:00:00,24.46,173.10,3.76
1362,08/01/2023 05:00:00,24.39,173.10,3.76
1363,08/01/2023 06:00:00,24.32,173.51,3.75
1364,08/01/2023 07:00:00,24.24,173.91,3.74
1365,08/01/2023 08:00:00,24.17,173.66,3.75
1366,08/01/2023 09:00:00,24.15,174.13,3.74
1367,08/01/2023 10:00:00,24.15,174.13,3.74
1368,08/01/2023 11:00:00,24.17,173.83,3.74
1369,08/01/2023 12:00:00,24.22,174.05,3.74
1370,08/01/2023 13:00:00,24.34,174.51,3.73
1371,08/01/2023 14:00:00,24.46,171.91,3.78
1372,08/01/2023 15:00:00,24.56,173.97,3.74
1373,08/01/2023 16:00:00,24.65,174.46,3.74
1374,08/01/2023 17:00:00,24.80,173.77,3.75
1375,08/01/2023 18:00:00,24.87,174.90,3.73
1376,08/01/2023 19:00:00,24.94,172.83,3.77
1377,08/01/2023 20:00:00,24.90,174.55,3.74
1378,08/01/2023 21:00:00,24.92,174.76,3.74
1379,08/01/2023 22:00:00,24.73,154.96,4.08
1380,08/01/2023 23:00:00,24.70,164.22,3.91
1381,08/02/2023 00:00:00,24.58,170.41,3.81
1382,08/02/2023 01:00:00,24.46,173.04,3.76
1383,08/02/2023 02:00:00,24.36,174.01,3.74
1384,08/02/2023 03:00:00,24.24,175.05,3.72
1385,08/02/2023 04:00:00,24.17,175.07,3.72
1386,08/02/2023 05:00:00,24.07,175.02,3.72
1387,08/02/2023 06:00:00,24.00,174.79,3.72
1388,08/02/2023 07:00:00,23.93,174.94,3.72
1389,08/02/2023 08:00:00,23.86,174.96,3.72
1390,08/02/2023 09:00:00,23.86,175.51,3.71
1391,08/02/2023 10:00:00,23.95,175.26,3.72
1392,08/02/2023 11:00:00,24.10,176.05,3.70
1393,08/02/2023 12:00:00,24.46,178.97,3.66
1394,08/02/2023 13:00:00,24.70,178.40,3.67
1395,08/02/2023 14:00:00,25.06,178.74,3.67
1396,08/02/2023 15:00:00,25.38,178.88,3.67
1397,08/02/2023 16:00:00,25.67,179.22,3.67
1398,08/02/2023 17:00:00,25.87,180.26,3.65
1399,08/02/2023 18:00:00,25.99,180.83,3.64
1400,08/02/2023 19:00:00,26.01,180.80,3.64
1401,08/02/2023 20:00:00,25.99,181.46,3.63
1402,08/02/2023 21:00:00,25.91,181.36,3.63
1403,08/02/2023 22:00:00,25.79,181.94,3.62
1404,08/02/2023 23:00:00,25.67,181.80,3.62
1405,08/03/2023 00:00:00,25.53,182.08,3.62
1406,08/03/2023 01:00:00,25.38,182.30,3.61
1407,08/03/2023 02:00:00,25.23,182.27,3.61
1408,08/03/2023 03:00:00,25.09,182.54,3.60
1409,08/03/2023 04:00:00,24.94,183.77,3.58
1410,08/03/2023 05:00:00,24.82,183.43,3.58
1411,08/03/2023 06:00:00,24.70,183.76,3.58
1412,08/03/2023 07:00:00,24.58,183.68,3.58
1413,08/03/2023 08:00:00,24.48,183.57,3.58
1414,08/03/2023 09:00:00,24.44,183.10,3.59
1415,08/03/2023 10:00:00,24.48,183.46,3.58
1416,08/03/2023 11:00:00,24.60,184.08,3.57
1417,08/03/2023 12:00:00,24.85,183.41,3.58
1418,08/03/2023 13:00:00,25.09,182.85,3.60
1419,08/03/2023 14:00:00,25.36,182.24,3.61
1420,08/03/2023 15:00:00,25.57,181.91,3.62
1421,08/03/2023 16:00:00,25.84,182.04,3.62
1422,08/03/2023 17:00:00,26.01,182.91,3.61
1423,08/03/2023 18:00:00,26.11,183.52,3.60
1424,08/03/2023 19:00:00,26.16,183.27,3.60
1425,08/03/2023 20:00:00,26.11,183.38,3.60
1426,08/03/2023 21:00:00,26.04,182.93,3.61
1427,08/03/2023 22:00:00,25.96,183.16,3.60
1428,08/03/2023 23:00:00,25.84,183.27,3.60
1429,08/04/2023 00:00:00,25.74,183.90,3.59
1430,08/04/2023 01:00:00,25.62,184.07,3.58
1431,08/04/2023 02:00:00,25.50,184.15,3.58
1432,08/04/2023 03:00:00,25.38,184.22,3.58
1433,08/04/2023 04:00:00,25.26,184.21,3.58
1434,08/04/2023 05:00:00,25.11,184.10,3.58
1435,08/04/2023 06:00:00,25.02,184.08,3.57
1436,08/04/2023 07:00:00,24.90,184.21,3.57
1437,08/04/2023 08:00:00,24.82,184.44,3.57
1438,08/04/2023 09:00:00,24.77,184.18,3.57
1439,08/04/2023 10:00:00,24.77,184.13,3.57
1440,08/04/2023 11:00:00,24.85,184.08,3.57
1441,08/04/2023 12:00:00,24.99,184.08,3.57
1442,08/04/2023 13:00:00,25.14,184.15,3.58
1443,08/04/2023 14:00:00,25.28,183.99,3.58
1444,08/04/2023 15:00:00,25.26,181.24,3.63
1445,08/04/2023 16:00:00,25.23,180.91,3.63
1446,08/04/2023 17:00:00,25.53,170.21,3.82
1447,08/04/2023 18:00:00,25.45,174.35,3.75
1448,08/04/2023 19:00:00,25.48,176.52,3.71
1449,08/04/2023 20:00:00,25.45,178.01,3.68
1450,08/04/2023 21:00:00,25.40,179.01,3.67
1451,08/04/2023 22:00:00,25.31,178.90,3.67
1452,08/04/2023 23:00:00,25.23,179.18,3.66
1453,08/05/2023 00:00:00,25.19,179.13,3.66
1454,08/05/2023 01:00:00,25.11,179.13,3.66
1455,08/05/2023 02:00:00,25.06,179.69,3.65
1456,08/05/2023 03:00:00,24.99,179.80,3.65
1457,08/05/2023 04:00:00,24.92,179.80,3.65
1458,08/05/2023 05:00:00,24.82,179.61,3.65
1459,08/05/2023 06:00:00,24.73,179.88,3.64
1460,08/05/2023 07:00:00,24.63,180.24,3.64
1461,08/05/2023 08:00:00,24.56,181.47,3.61
1462,08/05/2023 09:00:00,24.56,181.16,3.62
1463,08/05/2023 10:00:00,24.58,179.80,3.64
1464,08/05/2023 11:00:00,24.63,179.08,3.66
1465,08/05/2023 12:00:00,24.77,178.71,3.67
1466,08/05/2023 13:00:00,25.02,178.54,3.67
1467,08/05/2023 14:00:00,25.31,178.65,3.67
1468,08/05/2023 15:00:00,25.60,179.82,3.66
1469,08/05/2023 16:00:00,25.79,180.21,3.65
1470,08/05/2023 17:00:00,25.96,180.69,3.64
1471,08/05/2023 18:00:00,26.08,181.24,3.64
1472,08/05/2023 19:00:00,26.13,180.55,3.65
1473,08/05/2023 20:00:00,26.13,180.88,3.64
1474,08/05/2023 21:00:00,26.06,182.65,3.61
1475,08/05/2023 22:00:00,25.99,182.05,3.62
1476,08/05/2023 23:00:00,25.89,182.52,3.61
1477,08/06/2023 00:00:00,25.79,181.86,3.62
1478,08/06/2023 01:00:00,25.70,182.52,3.61
1479,08/06/2023 02:00:00,25.62,182.72,3.61
1480,08/06/2023 03:00:00,25.53,182.19,3.61
1481,08/06/2023 04:00:00,25.45,182.71,3.60
1482,08/06/2023 05:00:00,25.38,182.61,3.60
1483,08/06/2023 06:00:00,25.28,181.82,3.62
1484,08/06/2023 07:00:00,25.19,180.80,3.63
1485,08/06/2023 08:00:00,25.11,181.74,3.62
1486,08/06/2023 09:00:00,25.06,181.26,3.62
1487,08/06/2023 10:00:00,25.11,181.57,3.62
1488,08/06/2023 11:00:00,25.23,181.41,3.62
1489,08/06/2023 12:00:00,25.45,180.65,3.64
1490,08/06/2023 13:00:00,25.72,180.10,3.65
1491,08/06/2023 14:00:00,25.96,180.21,3.65
1492,08/06/2023 15:00:00,26.23,180.33,3.65
1493,08/06/2023 16:00:00,26.52,182.19,3.62
1494,08/06/2023 17:00:00,26.74,181.35,3.64
1495,08/06/2023 18:00:00,26.87,182.60,3.62
1496,08/06/2023 19:00:00,26.94,181.66,3.64
1497,08/06/2023 20:00:00,26.94,181.08,3.65
1498,08/06/2023 21:00:00,26.92,181.65,3.64
1499,08/06/2023 22:00:00,26.84,181.91,3.63
1500,08/06/2023 23:00:00,26.74,181.94,3.63
1501,08/07/2023 00:00:00,26.67,181.94,3.63
1502,08/07/2023 01:00:00,26.55,182.16,3.63
1503,08/07/2023 02:00:00,26.45,182.32,3.62
1504,08/07/2023 03:00:00,26.33,181.82,3.63
1505,08/07/2023 04:00:00,26.21,181.82,3.63
1506,08/07/2023 05:00:00,26.08,182.69,3.61
1507,08/07/2023 06:00:00,25.94,182.79,3.61
1508,08/07/2023 07:00:00,25.82,183.43,3.60
1509,08/07/2023 08:00:00,25.72,183.44,3.59
1510,08/07/2023 09:00:00,25.65,183.32,3.60
1511,08/07/2023 10:00:00,25.62,183.21,3.60
1512,08/07/2023 11:00:00,25.70,183.13,3.60
1513,08/07/2023 12:00:00,25.87,183.10,3.60
1514,08/07/2023 13:00:00,26.11,183.07,3.60
