#,Date-Time (EST),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH)
2883,01/07/2023 12:06:04,11.59,154.04,3.73
2884,01/07/2023 12:21:04,11.66,153.96,3.74
2885,01/07/2023 12:36:04,11.73,153.80,3.74
2886,01/07/2023 12:51:04,11.81,153.68,3.74
2887,01/07/2023 13:06:04,11.86,153.69,3.74
2888,01/07/2023 13:21:04,11.93,153.65,3.74
2889,01/07/2023 13:36:04,11.98,153.66,3.74
2890,01/07/2023 13:51:04,12.03,153.86,3.74
2891,01/07/2023 14:06:04,12.07,154.05,3.74
2892,01/07/2023 14:21:04,12.12,154.10,3.74
2893,01/07/2023 14:36:04,12.17,153.94,3.74
2894,01/07/2023 14:51:04,12.24,154.08,3.74
2895,01/07/2023 15:06:04,12.29,153.86,3.74
2896,01/07/2023 15:21:04,12.34,153.97,3.74
2897,01/07/2023 15:36:04,12.39,154.08,3.74
2898,01/07/2023 15:51:04,12.44,154.24,3.74
2899,01/07/2023 16:06:04,12.46,154.30,3.74
2900,01/07/2023 16:21:04,12.51,154.41,3.74
2901,01/07/2023 16:36:04,12.53,154.40,3.74
2902,01/07/2023 16:51:04,12.58,154.40,3.74
2903,01/07/2023 17:06:04,12.61,154.43,3.74
2904,01/07/2023 17:21:04,12.63,154.63,3.73
2905,01/07/2023 17:36:04,12.68,154.82,3.73
2906,01/07/2023 17:51:04,12.70,154.80,3.73
2907,01/07/2023 18:06:04,12.73,154.74,3.73
2908,01/07/2023 18:21:04,12.75,154.58,3.74
2909,01/07/2023 18:36:04,12.77,154.52,3.74
2910,01/07/2023 18:51:04,12.77,154.54,3.74
2911,01/07/2023 19:06:04,12.77,154.43,3.74
2912,01/07/2023 19:21:04,12.75,154.22,3.74
2913,01/07/2023 19:36:04,12.73,153.94,3.75
2914,01/07/2023 19:51:04,12.68,155.44,3.72
2915,01/07/2023 20:06:04,12.61,157.32,3.69
2916,01/07/2023 20:21:04,12.56,157.91,3.67
2917,01/07/2023 20:36:04,12.53,158.16,3.67
2918,01/07/2023 20:51:04,12.49,158.07,3.67
2919,01/07/2023 21:06:04,12.44,158.08,3.67
2920,01/07/2023 21:21:04,12.39,157.94,3.67
2921,01/07/2023 21:36:04,12.34,157.61,3.68
2922,01/07/2023 21:51:04,12.32,157.22,3.68
2923,01/07/2023 22:06:04,12.29,156.97,3.69
2924,01/07/2023 22:21:04,12.24,156.72,3.69
2925,01/07/2023 22:36:04,12.22,156.46,3.70
2926,01/07/2023 22:51:04,12.17,156.30,3.70
2927,01/07/2023 23:06:04,12.12,156.21,3.70
2928,01/07/2023 23:21:04,12.07,156.21,3.70
2929,01/07/2023 23:36:04,12.05,156.16,3.70
2930,01/07/2023 23:51:04,12.00,156.07,3.70
2931,01/08/2023 00:06:04,11.95,155.99,3.70
2932,01/08/2023 00:21:04,11.90,155.86,3.70
2933,01/08/2023 00:36:04,11.86,155.77,3.70
2934,01/08/2023 00:51:04,11.83,155.82,3.70
2935,01/08/2023 01:06:04,11.78,155.82,3.70
2936,01/08/2023 01:21:04,11.73,155.86,3.70
2937,01/08/2023 01:36:04,11.69,155.90,3.70
2938,01/08/2023 01:51:04,11.64,155.86,3.70
2939,01/08/2023 02:06:04,11.61,155.90,3.70
2940,01/08/2023 02:21:04,11.56,155.88,3.70
2941,01/08/2023 02:36:04,11.52,155.83,3.70
2942,01/08/2023 02:51:04,11.47,155.88,3.70
2943,01/08/2023 03:06:04,11.42,155.83,3.70
2944,01/08/2023 03:21:04,11.39,155.82,3.70
2945,01/08/2023 03:36:04,11.35,155.85,3.70
2946,01/08/2023 03:51:04,11.30,155.63,3.70
2947,01/08/2023 04:06:04,11.25,155.74,3.70
2948,01/08/2023 04:21:04,11.22,155.63,3.70
2949,01/08/2023 04:36:04,11.18,155.63,3.70
2950,01/08/2023 04:51:04,11.13,155.65,3.70
2951,01/08/2023 05:06:04,11.08,155.72,3.70
2952,01/08/2023 05:21:04,11.05,155.66,3.70
2953,01/08/2023 05:36:04,11.00,155.68,3.70
2954,01/08/2023 05:51:04,10.98,155.49,3.70
2955,01/08/2023 06:06:04,10.96,155.65,3.70
2956,01/08/2023 06:21:04,10.91,155.65,3.70
2957,01/08/2023 06:36:04,10.88,155.68,3.69
2958,01/08/2023 06:51:04,10.83,155.60,3.70
2959,01/08/2023 07:06:04,10.81,155.68,3.69
2960,01/08/2023 07:21:04,10.76,155.58,3.70
2961,01/08/2023 07:36:04,10.74,155.66,3.69
2962,01/08/2023 07:51:04,10.71,155.71,3.69
2963,01/08/2023 08:06:04,10.69,155.75,3.69
2964,01/08/2023 08:21:04,10.64,155.75,3.69
2965,01/08/2023 08:36:04,10.61,155.83,3.69
2966,01/08/2023 08:51:04,10.61,155.75,3.69
2967,01/08/2023 09:06:04,10.64,155.57,3.69
2968,01/08/2023 09:21:04,10.64,155.36,3.70
2969,01/08/2023 09:36:04,10.69,155.19,3.70
2970,01/08/2023 09:51:04,10.71,155.15,3.70
2971,01/08/2023 10:06:04,10.76,155.10,3.70
2972,01/08/2023 10:21:04,10.81,154.75,3.71
2973,01/08/2023 10:36:04,10.88,154.41,3.72
2974,01/08/2023 10:51:04,10.96,154.41,3.72
2975,01/08/2023 11:06:04,11.03,154.41,3.72
2976,01/08/2023 11:21:04,11.08,154.63,3.72
2977,01/08/2023 11:36:04,11.15,154.74,3.72
2978,01/08/2023 11:51:04,11.25,154.86,3.71
2979,01/08/2023 12:06:04,11.32,155.00,3.71
2980,01/08/2023 12:21:04,11.37,155.16,3.71
2981,01/08/2023 12:36:04,11.44,155.07,3.71
2982,01/08/2023 12:51:04,11.52,155.13,3.71
2983,01/08/2023 13:06:04,11.59,155.13,3.71
2984,01/08/2023 13:21:04,11.64,154.96,3.72
2985,01/08/2023 13:36:04,11.71,154.94,3.72
2986,01/08/2023 13:51:04,11.76,155.07,3.72
2987,01/08/2023 14:06:04,11.83,155.13,3.72
2988,01/08/2023 14:21:04,11.88,155.07,3.72
2989,01/08/2023 14:36:04,11.93,155.05,3.72
2990,01/08/2023 14:51:04,12.00,155.02,3.72
2991,01/08/2023 15:06:04,12.05,154.97,3.72
2992,01/08/2023 15:21:04,12.12,155.02,3.72
2993,01/08/2023 15:36:04,12.17,155.16,3.72
2994,01/08/2023 15:51:04,12.22,155.27,3.72
2995,01/08/2023 16:06:04,12.27,155.47,3.71
2996,01/08/2023 16:21:04,12.32,155.68,3.71
2997,01/08/2023 16:36:04,12.36,155.79,3.71
2998,01/08/2023 16:51:04,12.41,155.93,3.71
2999,01/08/2023 17:06:04,12.46,155.96,3.71
3000,01/08/2023 17:21:04,12.49,156.18,3.70
3001,01/08/2023 17:36:04,12.53,156.38,3.70
3002,01/08/2023 17:51:04,12.58,156.58,3.70
3003,01/08/2023 18:06:04,12.61,156.58,3.70
3004,01/08/2023 18:21:04,12.65,156.44,3.70
3005,01/08/2023 18:36:04,12.68,156.47,3.70
3006,01/08/2023 18:51:04,12.70,156.30,3.70
3007,01/08/2023 19:06:04,12.75,156.13,3.71
3008,01/08/2023 19:21:04,12.77,156.02,3.71
3009,01/08/2023 19:36:04,12.80,155.99,3.71
3010,01/08/2023 19:51:04,12.82,155.88,3.71
3011,01/08/2023 20:06:04,12.85,156.04,3.71
3012,01/08/2023 20:21:04,12.87,156.10,3.71
3013,01/08/2023 20:36:04,12.90,156.10,3.71
3014,01/08/2023 20:51:04,12.92,156.05,3.71
3015,01/08/2023 21:06:04,12.92,155.97,3.71
3016,01/08/2023 21:21:04,12.94,155.86,3.72
3017,01/08/2023 21:36:04,12.97,155.86,3.72
3018,01/08/2023 21:51:04,12.97,156.05,3.71
3019,01/08/2023 22:06:04,12.97,156.04,3.71
3020,01/08/2023 22:21:04,12.99,155.88,3.72
3021,01/08/2023 22:36:04,12.99,155.79,3.72
3022,01/08/2023 22:51:04,12.99,155.69,3.72
3023,01/08/2023 23:06:04,12.99,155.50,3.72
3024,01/08/2023 23:21:04,12.99,155.30,3.73
3025,01/08/2023 23:36:04,12.99,155.05,3.73
3026,01/08/2023 23:51:04,12.99,154.80,3.74
3027,01/09/2023 00:06:04,12.99,154.54,3.74
3028,01/09/2023 00:21:04,12.99,154.44,3.74
3029,01/09/2023 00:36:04,12.99,154.25,3.75
3030,01/09/2023 00:51:04,12.99,154.18,3.75
3031,01/09/2023 01:06:04,12.97,154.24,3.75
3032,01/09/2023 01:21:04,12.97,154.49,3.74
3033,01/09/2023 01:36:04,12.97,155.88,3.72
3034,01/09/2023 01:51:04,12.94,157.68,3.68
3035,01/09/2023 02:06:04,12.92,158.93,3.66
3036,01/09/2023 02:21:04,12.90,159.66,3.65
3037,01/09/2023 02:36:04,12.90,160.18,3.64
3038,01/09/2023 02:51:04,12.87,160.08,3.64
3039,01/09/2023 03:06:04,12.85,159.94,3.64
3040,01/09/2023 03:21:04,12.85,159.90,3.64
3041,01/09/2023 03:36:04,12.82,159.72,3.64
3042,01/09/2023 03:51:04,12.80,159.83,3.64
3043,01/09/2023 04:06:04,12.80,159.66,3.65
3044,01/09/2023 04:21:04,12.77,159.61,3.65
3045,01/09/2023 04:36:04,12.77,159.47,3.65
3046,01/09/2023 04:51:04,12.77,159.25,3.65
3047,01/09/2023 05:06:04,12.75,159.11,3.65
3048,01/09/2023 05:21:04,12.73,158.91,3.66
3049,01/09/2023 05:36:04,12.73,158.68,3.66
3050,01/09/2023 05:51:04,12.70,158.33,3.67
3051,01/09/2023 06:06:04,12.68,158.08,3.67
3052,01/09/2023 06:21:04,12.68,157.66,3.68
3053,01/09/2023 06:36:04,12.65,157.50,3.68
3054,01/09/2023 06:51:04,12.63,157.29,3.69
3055,01/09/2023 07:06:04,12.61,157.07,3.69
3056,01/09/2023 07:21:04,12.61,156.99,3.69
3057,01/09/2023 07:36:04,12.58,156.58,3.70
3058,01/09/2023 07:51:04,12.53,156.75,3.69
3059,01/09/2023 08:06:04,12.53,156.79,3.69
3060,01/09/2023 08:21:04,12.53,156.74,3.69
3061,01/09/2023 08:36:04,12.51,156.69,3.70
3062,01/09/2023 08:51:04,12.51,156.66,3.70
3063,01/09/2023 09:06:04,12.53,156.60,3.70
3064,01/09/2023 09:21:04,12.53,156.69,3.70
3065,01/09/2023 09:36:04,12.56,156.69,3.70
3066,01/09/2023 09:51:04,12.58,156.46,3.70
3067,01/09/2023 10:06:04,12.58,156.36,3.70
3068,01/09/2023 10:21:04,12.63,156.40,3.70
3069,01/09/2023 10:36:04,12.68,156.41,3.70
3070,01/09/2023 10:51:04,12.73,156.18,3.71
3071,01/09/2023 11:06:04,12.77,156.05,3.71
3072,01/09/2023 11:21:04,12.80,155.90,3.71
3073,01/09/2023 11:36:04,12.85,155.96,3.71
3074,01/09/2023 11:51:04,12.90,155.96,3.71
3075,01/09/2023 12:06:04,12.94,155.83,3.72
3076,01/09/2023 12:21:04,12.99,155.71,3.72
3077,01/09/2023 12:36:04,13.04,155.68,3.72
3078,01/09/2023 12:51:04,13.09,155.75,3.72
3079,01/09/2023 13:06:04,13.14,155.88,3.72
3080,01/09/2023 13:21:04,13.18,155.88,3.72
3081,01/09/2023 13:36:04,13.21,155.88,3.72
3082,01/09/2023 13:51:04,13.23,155.94,3.72
3083,01/09/2023 14:06:04,13.28,155.97,3.72
3084,01/09/2023 14:21:04,13.33,155.94,3.72
3085,01/09/2023 14:36:04,13.35,156.13,3.72
3086,01/09/2023 14:51:04,13.40,156.52,3.71
3087,01/09/2023 15:06:04,13.43,156.60,3.71
3088,01/09/2023 15:21:04,13.47,156.79,3.70
3089,01/09/2023 15:36:04,13.50,157.27,3.70
3090,01/09/2023 15:51:04,13.55,157.55,3.69
3091,01/09/2023 16:06:04,13.57,157.83,3.69
3092,01/09/2023 16:21:04,13.59,157.94,3.69
3093,01/09/2023 16:36:04,13.62,158.15,3.68
3094,01/09/2023 16:51:04,13.64,158.55,3.67
3095,01/09/2023 17:06:04,13.67,158.94,3.67
3096,01/09/2023 17:21:04,13.69,159.08,3.67
3097,01/09/2023 17:36:04,13.71,158.97,3.67
3098,01/09/2023 17:51:04,13.74,158.71,3.67
3099,01/09/2023 18:06:04,13.74,158.47,3.68
3100,01/09/2023 18:21:04,13.76,158.25,3.68
3101,01/09/2023 18:36:04,13.76,158.02,3.69
3102,01/09/2023 18:51:04,13.79,157.96,3.69
3103,01/09/2023 19:06:04,13.79,157.82,3.69
3104,01/09/2023 19:21:04,13.76,157.66,3.69
3105,01/09/2023 19:36:04,13.71,157.33,3.70
3106,01/09/2023 19:51:04,13.64,157.54,3.69
3107,01/09/2023 20:06:04,13.57,158.22,3.68
3108,01/09/2023 20:21:04,13.52,159.79,3.65
3109,01/09/2023 20:36:04,13.43,159.99,3.65
3110,01/09/2023 20:51:04,13.38,160.32,3.64
3111,01/09/2023 21:06:04,13.33,160.30,3.64
3112,01/09/2023 21:21:04,13.28,160.16,3.64
3113,01/09/2023 21:36:04,13.23,159.80,3.65
3114,01/09/2023 21:51:04,13.18,159.35,3.66
3115,01/09/2023 22:06:04,13.14,158.94,3.66
3116,01/09/2023 22:21:04,13.09,158.63,3.67
3117,01/09/2023 22:36:04,13.04,158.22,3.67
3118,01/09/2023 22:51:04,12.99,157.94,3.68
3119,01/09/2023 23:06:04,12.94,157.85,3.68
3120,01/09/2023 23:21:04,12.92,157.74,3.68
3121,01/09/2023 23:36:04,12.87,157.57,3.68
3122,01/09/2023 23:51:04,12.82,157.54,3.68
3123,01/10/2023 00:06:04,12.77,157.50,3.68
3124,01/10/2023 00:21:04,12.73,157.57,3.68
3125,01/10/2023 00:36:04,12.68,157.50,3.68
3126,01/10/2023 00:51:04,12.63,157.29,3.69
3127,01/10/2023 01:06:04,12.61,157.19,3.69
3128,01/10/2023 01:21:04,12.58,158.63,3.66
3129,01/10/2023 01:36:04,12.51,158.72,3.66
3130,01/10/2023 01:51:04,12.46,158.52,3.66
3131,01/10/2023 02:06:04,12.41,158.07,3.67
3132,01/10/2023 02:21:04,12.36,157.80,3.67
3133,01/10/2023 02:36:04,12.32,157.68,3.68
3134,01/10/2023 02:51:04,12.29,157.50,3.68
3135,01/10/2023 03:06:04,12.24,157.46,3.68
3136,01/10/2023 03:21:04,12.22,157.43,3.68
3137,01/10/2023 03:36:04,12.17,157.33,3.68
3138,01/10/2023 03:51:04,12.15,157.08,3.68
3139,01/10/2023 04:06:04,12.10,157.05,3.68
3140,01/10/2023 04:21:04,12.05,157.29,3.68
3141,01/10/2023 04:36:04,12.03,157.29,3.68
3142,01/10/2023 04:51:04,12.00,157.25,3.68
3143,01/10/2023 05:06:04,11.98,157.24,3.68
3144,01/10/2023 05:21:04,11.93,157.19,3.68
3145,01/10/2023 05:36:04,11.90,157.29,3.68
3146,01/10/2023 05:51:04,11.86,157.33,3.68
3147,01/10/2023 06:06:04,11.83,157.40,3.67
3148,01/10/2023 06:21:04,11.78,157.35,3.68
3149,01/10/2023 06:36:04,11.76,157.29,3.68
3150,01/10/2023 06:51:04,11.73,157.22,3.68
3151,01/10/2023 07:06:04,11.69,157.27,3.68
3152,01/10/2023 07:21:04,11.66,157.27,3.68
3153,01/10/2023 07:36:04,11.61,157.38,3.67
3154,01/10/2023 07:51:04,11.56,157.32,3.67
3155,01/10/2023 08:06:04,11.54,157.36,3.67
3156,01/10/2023 08:21:04,11.49,157.50,3.67
3157,01/10/2023 08:36:04,11.47,157.63,3.67
3158,01/10/2023 08:51:04,11.49,157.68,3.67
3159,01/10/2023 09:06:04,11.49,157.57,3.67
3160,01/10/2023 09:21:04,11.52,157.49,3.67
3161,01/10/2023 09:36:04,11.54,157.38,3.67
3162,01/10/2023 09:51:04,11.59,157.38,3.67
3163,01/10/2023 10:06:04,11.61,157.29,3.67
3164,01/10/2023 10:21:04,11.66,156.97,3.68
3165,01/10/2023 10:36:04,11.71,156.79,3.68
3166,01/10/2023 10:51:04,11.76,156.74,3.69
3167,01/10/2023 11:06:04,11.83,156.80,3.69
3168,01/10/2023 11:21:04,11.88,157.00,3.68
3169,01/10/2023 11:36:04,11.93,156.99,3.68
3170,01/10/2023 11:51:04,11.98,157.19,3.68
3171,01/10/2023 12:06:04,12.05,157.33,3.68
3172,01/10/2023 12:21:04,12.10,157.36,3.68
3173,01/10/2023 12:36:04,12.15,157.43,3.68
3174,01/10/2023 12:51:04,12.19,157.36,3.68
3175,01/10/2023 13:06:04,12.27,157.24,3.68
3176,01/10/2023 13:21:04,12.32,157.16,3.68
3177,01/10/2023 13:36:04,12.34,157.16,3.68
3178,01/10/2023 13:51:04,12.39,157.15,3.69
3179,01/10/2023 14:06:04,12.44,157.13,3.69
3180,01/10/2023 14:21:04,12.49,157.08,3.69
3181,01/10/2023 14:36:04,12.51,157.18,3.69
3182,01/10/2023 14:51:04,12.56,157.35,3.68
3183,01/10/2023 15:06:04,12.61,157.05,3.69
3184,01/10/2023 15:21:04,12.63,157.02,3.69
3185,01/10/2023 15:36:04,12.68,157.05,3.69
3186,01/10/2023 15:51:04,12.70,157.13,3.69
3187,01/10/2023 16:06:04,12.73,157.08,3.69
3188,01/10/2023 16:21:04,12.75,157.07,3.69
3189,01/10/2023 16:36:04,12.77,157.10,3.69
3190,01/10/2023 16:51:04,12.80,157.22,3.69
3191,01/10/2023 17:06:04,12.82,157.40,3.69
3192,01/10/2023 17:21:04,12.85,157.41,3.69
3193,01/10/2023 17:36:04,12.87,157.75,3.68
3194,01/10/2023 17:51:04,12.90,157.80,3.68
3195,01/10/2023 18:06:04,12.90,157.85,3.68
3196,01/10/2023 18:21:04,12.92,157.79,3.68
3197,01/10/2023 18:36:04,12.92,157.61,3.68
3198,01/10/2023 18:51:04,12.90,157.19,3.69
3199,01/10/2023 19:06:04,12.82,158.82,3.66
3200,01/10/2023 19:21:04,12.77,160.00,3.64
3201,01/10/2023 19:36:04,12.70,160.71,3.62
3202,01/10/2023 19:51:04,12.63,160.85,3.62
3203,01/10/2023 20:06:04,12.58,160.99,3.62
3204,01/10/2023 20:21:04,12.53,161.00,3.62
3205,01/10/2023 20:36:04,12.46,160.77,3.62
3206,01/10/2023 20:51:04,12.44,160.54,3.62
3207,01/10/2023 21:06:04,12.36,160.33,3.63
3208,01/10/2023 21:21:04,12.32,160.13,3.63
3209,01/10/2023 21:36:04,12.27,160.00,3.63
3210,01/10/2023 21:51:04,12.24,159.91,3.63
3211,01/10/2023 22:06:04,12.17,159.72,3.64
3212,01/10/2023 22:21:04,12.12,159.50,3.64
3213,01/10/2023 22:36:04,12.07,159.54,3.64
3214,01/10/2023 22:51:04,12.05,159.68,3.64
3215,01/10/2023 23:06:04,12.00,159.55,3.64
3216,01/10/2023 23:21:04,11.93,159.47,3.64
3217,01/10/2023 23:36:04,11.88,159.49,3.64
3218,01/10/2023 23:51:04,11.86,159.54,3.64
3219,01/11/2023 00:06:04,11.81,159.41,3.64
3220,01/11/2023 00:21:04,11.76,159.30,3.64
3221,01/11/2023 00:36:04,11.71,159.40,3.64
3222,01/11/2023 00:51:04,11.66,159.32,3.64
3223,01/11/2023 01:06:04,11.64,159.24,3.64
3224,01/11/2023 01:21:04,11.59,159.15,3.64
3225,01/11/2023 01:36:04,11.54,159.07,3.64
3226,01/11/2023 01:51:04,11.49,159.10,3.64
3227,01/11/2023 02:06:04,11.44,158.96,3.64
3228,01/11/2023 02:21:04,11.39,158.79,3.64
3229,01/11/2023 02:36:04,11.35,158.90,3.64
3230,01/11/2023 02:51:04,11.32,158.88,3.64
3231,01/11/2023 03:06:04,11.27,158.86,3.64
3232,01/11/2023 03:21:04,11.22,158.69,3.64
3233,01/11/2023 03:36:04,11.18,158.74,3.64
3234,01/11/2023 03:51:04,11.13,158.60,3.64
3235,01/11/2023 04:06:04,11.08,158.38,3.65
3236,01/11/2023 04:21:04,11.03,158.47,3.65
3237,01/11/2023 04:36:04,11.00,158.38,3.65
3238,01/11/2023 04:51:04,10.93,158.36,3.65
3239,01/11/2023 05:06:04,10.91,158.40,3.65
3240,01/11/2023 05:21:04,10.86,158.25,3.65
3241,01/11/2023 05:36:04,10.81,158.32,3.65
3242,01/11/2023 05:51:04,10.79,158.24,3.65
3243,01/11/2023 06:06:04,10.74,158.30,3.65
3244,01/11/2023 06:21:04,10.69,158.27,3.65
3245,01/11/2023 06:36:04,10.64,158.25,3.65
3246,01/11/2023 06:51:04,10.61,158.29,3.64
3247,01/11/2023 07:06:04,10.57,158.22,3.64
3248,01/11/2023 07:21:04,10.52,158.16,3.65
3249,01/11/2023 07:36:04,10.49,158.18,3.64
3250,01/11/2023 07:51:04,10.44,158.16,3.64
3251,01/11/2023 08:06:04,10.39,158.11,3.64
3252,01/11/2023 08:21:04,10.37,158.08,3.65
3253,01/11/2023 08:36:04,10.34,158.13,3.64
3254,01/11/2023 08:51:04,10.32,158.13,3.64
3255,01/11/2023 09:06:04,10.34,158.04,3.65
3256,01/11/2023 09:21:04,10.34,157.93,3.65
3257,01/11/2023 09:36:04,10.37,157.72,3.65
3258,01/11/2023 09:51:04,10.39,157.54,3.66
3259,01/11/2023 10:06:04,10.44,157.49,3.66
3260,01/11/2023 10:21:04,10.47,157.69,3.65
3261,01/11/2023 10:36:04,10.57,157.38,3.66
3262,01/11/2023 10:51:04,10.64,157.32,3.66
3263,01/11/2023 11:06:04,10.71,157.36,3.66
3264,01/11/2023 11:21:04,10.76,157.36,3.66
3265,01/11/2023 11:36:04,10.83,157.41,3.66
3266,01/11/2023 11:51:04,10.91,157.68,3.66
3267,01/11/2023 12:06:04,10.98,157.72,3.66
3268,01/11/2023 12:21:04,11.05,157.72,3.66
3269,01/11/2023 12:36:04,11.13,157.68,3.66
3270,01/11/2023 12:51:04,11.18,157.68,3.66
3271,01/11/2023 13:06:04,11.25,157.71,3.66
3272,01/11/2023 13:21:04,11.32,157.60,3.67
3273,01/11/2023 13:36:04,11.37,157.33,3.67
3274,01/11/2023 13:51:04,11.42,157.15,3.67
3275,01/11/2023 14:06:04,11.47,157.11,3.68
3276,01/11/2023 14:21:04,11.54,157.10,3.68
3277,01/11/2023 14:36:04,11.59,156.99,3.68
3278,01/11/2023 14:51:04,11.66,157.19,3.68
3279,01/11/2023 15:06:04,11.71,157.15,3.68
3280,01/11/2023 15:21:04,11.76,157.08,3.68
3281,01/11/2023 15:36:04,11.81,157.10,3.68
3282,01/11/2023 15:51:04,11.86,157.18,3.68
3283,01/11/2023 16:06:04,11.90,157.22,3.68
3284,01/11/2023 16:21:04,11.95,157.29,3.68
3285,01/11/2023 16:36:04,11.98,157.35,3.68
3286,01/11/2023 16:51:04,12.03,157.49,3.68
3287,01/11/2023 17:06:04,12.07,157.72,3.67
3288,01/11/2023 17:21:04,12.10,157.85,3.67
3289,01/11/2023 17:36:04,12.15,157.83,3.67
3290,01/11/2023 17:51:04,12.17,157.90,3.67
3291,01/11/2023 18:06:04,12.22,158.11,3.67
3292,01/11/2023 18:21:04,12.24,158.19,3.67
3293,01/11/2023 18:36:04,12.27,158.16,3.67
3294,01/11/2023 18:51:04,12.32,158.04,3.67
3295,01/11/2023 19:06:04,12.34,157.90,3.67
3296,01/11/2023 19:21:04,12.36,157.72,3.67
3297,01/11/2023 19:36:04,12.39,157.55,3.68
3298,01/11/2023 19:51:04,12.41,157.35,3.68
3299,01/11/2023 20:06:04,12.44,157.07,3.69
3300,01/11/2023 20:21:04,12.44,156.71,3.69
3301,01/11/2023 20:36:04,12.46,156.40,3.70
3302,01/11/2023 20:51:04,12.46,156.15,3.70
3303,01/11/2023 21:06:04,12.49,156.02,3.71
3304,01/11/2023 21:21:04,12.46,156.13,3.71
3305,01/11/2023 21:36:04,12.46,156.50,3.70
3306,01/11/2023 21:51:04,12.41,156.88,3.69
3307,01/11/2023 22:06:04,12.39,157.99,3.67
3308,01/11/2023 22:21:04,12.34,158.85,3.65
3309,01/11/2023 22:36:04,12.29,159.72,3.64
3310,01/11/2023 22:51:04,12.27,160.21,3.63
3311,01/11/2023 23:06:04,12.22,160.16,3.63
3312,01/11/2023 23:21:04,12.19,160.07,3.63
3313,01/11/2023 23:36:04,12.15,160.02,3.63
3314,01/11/2023 23:51:04,12.12,159.97,3.63
3315,01/12/2023 00:06:04,12.10,159.90,3.63
3316,01/12/2023 00:21:04,12.07,159.79,3.63
3317,01/12/2023 00:36:04,12.05,159.80,3.63
3318,01/12/2023 00:51:04,12.03,159.63,3.64
3319,01/12/2023 01:06:04,12.00,159.36,3.64
3320,01/12/2023 01:21:04,12.00,159.13,3.65
3321,01/12/2023 01:36:04,11.98,158.93,3.65
3322,01/12/2023 01:51:04,11.95,158.80,3.65
3323,01/12/2023 02:06:04,11.95,158.58,3.65
3324,01/12/2023 02:21:04,11.93,158.47,3.66
3325,01/12/2023 02:36:04,11.90,158.38,3.66
3326,01/12/2023 02:51:04,11.88,158.46,3.66
3327,01/12/2023 03:06:04,11.86,158.36,3.66
3328,01/12/2023 03:21:04,11.83,158.33,3.66
3329,01/12/2023 03:36:04,11.81,158.18,3.66
3330,01/12/2023 03:51:04,11.78,158.02,3.66
3331,01/12/2023 04:06:04,11.73,158.00,3.66
3332,01/12/2023 04:21:04,11.71,157.97,3.66
3333,01/12/2023 04:36:04,11.69,157.79,3.67
3334,01/12/2023 04:51:04,11.66,157.71,3.67
3335,01/12/2023 05:06:04,11.64,157.72,3.67
3336,01/12/2023 05:21:04,11.61,157.80,3.66
3337,01/12/2023 05:36:04,11.59,157.69,3.67
3338,01/12/2023 05:51:04,11.56,157.66,3.67
3339,01/12/2023 06:06:04,11.56,157.79,3.66
3340,01/12/2023 06:21:04,11.54,157.69,3.67
3341,01/12/2023 06:36:04,11.52,157.77,3.66
3342,01/12/2023 06:51:04,11.49,157.88,3.66
3343,01/12/2023 07:06:04,11.47,157.85,3.66
3344,01/12/2023 07:21:04,11.47,157.72,3.66
3345,01/12/2023 07:36:04,11.44,157.79,3.66
3346,01/12/2023 07:51:04,11.44,157.75,3.66
3347,01/12/2023 08:06:04,11.42,157.71,3.66
3348,01/12/2023 08:21:04,11.42,157.88,3.66
3349,01/12/2023 08:36:04,11.42,157.97,3.66
3350,01/12/2023 08:51:04,11.42,157.93,3.66
3351,01/12/2023 09:06:04,11.42,157.69,3.66
3352,01/12/2023 09:21:04,11.44,157.41,3.67
3353,01/12/2023 09:36:04,11.47,156.94,3.68
3354,01/12/2023 09:51:04,11.49,156.66,3.68
3355,01/12/2023 10:06:04,11.52,156.63,3.69
3356,01/12/2023 10:21:04,11.56,156.85,3.68
3357,01/12/2023 10:36:04,11.61,156.93,3.68
3358,01/12/2023 10:51:04,11.69,157.22,3.68
3359,01/12/2023 11:06:04,11.73,157.25,3.68
3360,01/12/2023 11:21:04,11.78,157.19,3.68
3361,01/12/2023 11:36:04,11.83,157.15,3.68
3362,01/12/2023 11:51:04,11.93,157.43,3.68
3363,01/12/2023 12:06:04,11.98,157.50,3.67
3364,01/12/2023 12:21:04,12.03,157.43,3.68
3365,01/12/2023 12:36:04,12.07,157.30,3.68
3366,01/12/2023 12:51:04,12.15,157.18,3.68
3367,01/12/2023 13:06:04,12.19,157.08,3.68
3368,01/12/2023 13:21:04,12.24,156.96,3.69
3369,01/12/2023 13:36:04,12.29,156.83,3.69
3370,01/12/2023 13:51:04,12.34,156.90,3.69
3371,01/12/2023 14:06:04,12.39,157.54,3.68
3372,01/12/2023 14:21:04,12.44,157.35,3.68
3373,01/12/2023 14:36:04,12.49,157.57,3.68
3374,01/12/2023 14:51:04,12.53,158.22,3.67
3375,01/12/2023 15:06:04,12.58,158.16,3.67
3376,01/12/2023 15:21:04,12.63,158.19,3.67
3377,01/12/2023 15:36:04,12.68,158.40,3.67
3378,01/12/2023 15:51:04,12.73,158.68,3.66
3379,01/12/2023 16:06:04,12.77,158.79,3.66
