Date,ID,CO2,Temp_PT,DO,Q,depth,GPP,ER,K600,ssn,Temp_C,Temp_K,exp,KH,CO2_atm,CO2_molL,DO_molL,K600_m.d,SchmidtCO2hi,SchmidtO2hi,KCO2_m.d,KO2_m.d,DO.sat,CO2_flux,O2_flux,o2co2
2023-07-13,9,3260.8282916666667,78.376875,NA,43.650420653599426,0.1346914037767468,NA,NA,NA,summer,25.76,298.90999999999997,-0.020466782566181882,0.03346262141726321,0.003260828291666667,1.091158626307428e-4,NA,NA,482.48361922560025,403.76762531839967,NA,NA,8.149148391520372,NA,NA,NA
2023-07-14,9,3260.976833333333,78.44204166666667,NA,36.376588813834765,0.1217952605602179,NA,NA,NA,summer,25.8,298.95,-0.021541099028555763,0.03343464981403245,0.003260976833333333,1.0902961847417245e-4,NA,NA,481.64120720000034,403.0210207999996,NA,NA,8.143209084249904,NA,NA,NA
2023-07-15,9,3260.596,78.45691666666666,NA,26.150518842371664,0.10165109148400112,NA,NA,NA,summer,25.81,298.96,-0.02180963322524418,0.03342766173617255,0.003260596,1.0899410014631729e-4,NA,NA,481.4308609921001,402.83460507440003,NA,NA,8.141725442035051,NA,NA,NA
2023-07-16,9,3260.5233749999998,78.90945833333333,NA,21.259608066004677,0.09089500936577616,NA,NA,NA,summer,26.06,299.21,-0.028517154539712056,0.03325358467959389,0.0032605233749999998,1.0842409015035776e-4,NA,NA,476.20516254960006,398.2043932543997,NA,NA,8.104787565721791,NA,NA,NA
2023-07-17,9,3260.489958333333,78.55895833333334,NA,18.996844642854924,0.08545532045609527,NA,NA,NA,summer,25.87,299.02,-0.02342046122538015,0.03338577373208777,0.003260489958333333,1.0885398000466094e-4,NA,NA,480.17093073430044,401.71807813519996,NA,NA,8.132833519951433,NA,NA,NA
2023-07-18,9,3260.3950416666667,78.65466666666667,NA,14.912562746925133,0.07473153006912078,NA,NA,NA,summer,25.92,299.07,-0.024762324164158758,0.03335091997850636,0.0032603950416666668,1.087371741329439e-4,NA,NA,479.12378593280044,400.79020113919995,NA,NA,8.125436562288725,NA,NA,NA
2023-07-19,9,3260.0140833333335,79.39316666666666,NA,11.62254144201161,0.06523188985771929,NA,NA,NA,summer,26.33,299.47999999999996,-0.03574869927708106,0.033066923276867985,0.0032600140833333336,1.0779863557509246e-4,NA,NA,470.6309651997003,393.26734884079997,NA,NA,8.065222423234953,NA,NA,NA
2023-07-20,9,3259.4487916666667,79.796125,NA,9.535028495053936,0.05846823996678294,NA,NA,NA,summer,26.55,299.7,-0.04163143522526412,0.03291585060293898,0.0032594487916666665,1.0728752947442998e-4,NA,NA,466.1406858875001,389.29166929999985,NA,NA,8.03323252518551,NA,NA,NA
2023-07-21,9,3258.3729583333334,80.67770833333333,NA,7.298425463960444,0.05043934133322819,NA,NA,NA,summer,27.04,300.19,-0.054702903042060796,0.03258263248737266,0.0032583729583333335,1.0616636860816825e-4,NA,NA,456.2988611584002,380.5813784575998,NA,NA,7.962769999302591,NA,NA,NA
2023-07-22,9,3258.1905,80.83895833333334,NA,6.1665742927125695,0.04611518495764288,NA,NA,NA,summer,27.13,300.28,-0.057099147509281564,0.032521914262293825,0.0032581905,1.0596259209122025e-4,NA,NA,454.51415917570034,379.00232810479963,NA,NA,7.949944420433486,NA,NA,NA
2023-07-23,9,3261.885333333333,78.69745833333333,NA,11.627939332659537,0.06396370550316863,NA,NA,NA,summer,25.94,299.09,-0.02529894371807624,0.03333699192720917,0.003261885333333333,1.087414450248153e-4,NA,NA,478.70563601040004,400.41969858559986,NA,NA,8.122481074925082,NA,NA,NA
2023-07-24,9,3261.4758333333334,78.25266666666667,NA,17.458542725635887,0.08146288822880676,NA,NA,NA,summer,25.7,298.84999999999997,-0.018854768647358702,0.03350463676858142,0.0032614758333333336,1.0927456312533973e-4,NA,NA,483.7503333000002,404.8903711999999,NA,NA,8.15807159552883,NA,NA,NA
2023-07-25,9,3261.5452083333334,78.33245833333334,NA,13.154827774735702,0.06986134987421472,NA,NA,NA,summer,25.74,298.89,-0.019929516504375508,0.03347661880299865,0.0032615452083333335,1.0918550564812184e-4,NA,NA,482.90544339440027,404.1414943615994,NA,NA,8.152120891746925,NA,NA,NA
2023-07-26,9,3261.9035,77.445,NA,10.284834903519696,0.06096057449690659,NA,NA,NA,summer,25.25,298.4,-0.00674400087402327,0.03382198202817849,0.0032619034999999998,1.103240415546525e-4,NA,NA,493.3718765625001,413.42228749999964,NA,NA,8.225545794115472,NA,NA,NA
2023-07-27,9,3251.0333333333333,78.60245833333333,NA,7.824141970274043,0.05259701610312338,NA,NA,NA,summer,25.89,299.03999999999996,-0.023957260247717965,0.03337182646309702,0.003251033333333333,1.0849292022574384e-4,NA,NA,479.75176872890034,401.3466488695998,NA,NA,8.12987332318386,NA,NA,NA
2023-08-02,15,14808.222222222223,76.35508333333334,NA,NA,NA,NA,NA,NA,summer,24.64,297.78999999999996,0.00973125423810034,0.03425852371278436,0.014808222222222223,5.073078321441803e-4,NA,NA,506.77171056640003,425.3170589695995,NA,NA,8.318592174091533,NA,NA,NA
2023-08-02,3,12965.70790008894,76.39669696969698,NA,879.2166111356254,1.0014738697659211,NA,NA,NA,summer,24.66,297.81,0.009190011788385438,0.0342440933995189,0.01296570790008894,4.4399891232152575e-4,NA,NA,506.3255825576001,424.9207921663999,NA,NA,8.315512076255724,NA,NA,NA
2023-08-02,5,3101.5318253968253,75.817875,NA,274.7197136294017,0.43543641367003033,NA,NA,NA,summer,24.34,297.48999999999995,0.01785862392864948,0.03447594391259835,0.0031015318253968254,1.0692823725551975e-4,NA,NA,513.5207779624004,431.3139931135999,NA,NA,8.365036704681755,NA,NA,NA
2023-08-02,5a,7416.605818181818,74.64066666666666,NA,62.30278305863947,0.6936873493443954,NA,NA,NA,summer,23.69,296.84,0.035524281332150603,0.034953299647757105,0.007416605818181818,2.5923484553220784e-4,NA,NA,528.5244627428999,444.6607629655998,NA,NA,8.467257297890093,NA,NA,NA
2023-08-02,6,23443.475714285712,73.78904166666666,NA,580.6588096463088,0.659625120007815,NA,NA,NA,summer,23.22,296.37,0.04834618284224046,0.03530390330182674,0.023443475714285712,8.276461996758664e-4,NA,NA,539.7141907688001,454.6289234431997,NA,NA,8.542561510044969,NA,NA,NA
2023-08-02,6a,15072.94,76.33966666666667,NA,48.349389625362505,0.3344855398801706,NA,NA,NA,summer,24.63,297.78,0.010001902726832282,0.03426574187678485,0.01507294,5.164854713642654e-4,NA,NA,506.9949512507001,425.51535590479995,NA,NA,8.320132978664565,NA,NA,NA
2023-08-02,7,14808.222222222223,75.87549999999999,NA,342.1428836984482,0.5299356759552679,NA,NA,NA,summer,24.38,297.53,0.016774027677224357,0.034446849627126984,0.014808222222222223,5.100966041339691e-4,NA,NA,512.6146475831999,430.5086046847996,NA,NA,8.358817637168613,NA,NA,NA
2023-08-03,15,15572.305,76.339875,NA,NA,NA,NA,NA,NA,summer,24.63,297.78,0.010001902726832282,0.03426574187678485,0.015572305,5.33596583556566e-4,NA,NA,506.9949512507001,425.51535590479995,NA,NA,8.320132978664565,NA,NA,NA
2023-08-03,3,16859.312105263158,77.08008333333333,NA,470.05091481994816,0.8122090972969827,NA,NA,NA,summer,25.04,298.19,-0.0010798000527504487,0.03397143419263598,0.016859312105263157,5.727350117170585e-4,NA,NA,497.9373033984004,417.4732338175998,NA,NA,8.257370301084078,NA,NA,NA
2023-08-03,5,1891.2496825396825,75.83924999999999,NA,198.25762759133687,0.3154295011620328,NA,NA,NA,summer,24.36,297.51,0.017316289347145408,0.034461392721553435,0.0018912496825396826,6.517509804451326e-5,NA,NA,513.0674697536003,430.9110735103998,NA,NA,8.361926148018872,NA,NA,NA
2023-08-03,5a,8874.660958333334,74.79104166666666,NA,37.573392144546546,0.5994923692877688,NA,NA,NA,summer,23.77,296.91999999999996,0.03334587267673737,0.03489407995929013,0.008874660958333334,3.096731290916737e-4,NA,NA,526.6488729373003,442.9911285271998,NA,NA,8.454556997363659,NA,NA,NA
2023-08-03,6,23598.755,74.08375,NA,609.9471037097675,0.6716053523016126,NA,NA,NA,summer,23.38,296.53,0.04397671702032757,0.03518403082989856,0.023598755000000003,8.302993234672228e-4,NA,NA,535.8717566632001,451.20456980479986,NA,NA,8.516792726925932,NA,NA,NA
2023-08-03,6a,15560.985833333334,76.58616666666667,NA,46.08549849617184,0.32999698923640286,NA,NA,NA,summer,24.77,297.91999999999996,0.006214477282302788,0.03416486980268175,0.015560985833333334,5.316390549972085e-4,NA,NA,503.8802564073003,422.7490766071997,NA,NA,8.298607467977538,NA,NA,NA
2023-08-03,7,15572.305,75.9625,NA,180.05648386663702,0.4291847970059576,NA,NA,NA,summer,24.42,297.57,0.015689723013325232,0.034417787706288276,0.015572305,5.359642875875715e-4,NA,NA,511.71045715280013,429.7050152191998,NA,NA,8.352606744170094,NA,NA,NA
2023-08-04,13,6371.974076923077,77.1375,NA,31.809062548241545,0.18893243157115663,NA,NA,NA,summer,25.08,298.22999999999996,-0.00215931044984935,0.03394290003853392,0.006371974076923076,2.162832791411294e-4,NA,NA,497.0639079872001,416.6981297407995,NA,NA,8.251291795652238,NA,NA,NA
2023-08-04,15,16037.71625,76.42679166666667,NA,NA,NA,NA,NA,NA,summer,24.68,297.83,0.008648842030132761,0.03422967110139992,0.01603771625,5.489657524550769e-4,NA,NA,505.87992481920037,424.52496058879984,NA,NA,8.312433991698853,NA,NA,NA
2023-08-04,3,19084.984091643582,77.66866666666667,NA,311.28733900526555,0.7094861645783898,NA,NA,NA,summer,25.37,298.52,-0.009977109051308164,0.03373697013992851,0.01908498409164358,6.438695384207902e-4,NA,NA,490.78488264930024,411.12756769520007,NA,NA,8.207457082631995,NA,NA,NA
2023-08-04,5,1768.1371924603175,76.006,NA,194.4815932797877,0.30940856108984943,NA,NA,NA,summer,24.45,297.59999999999997,0.014876685798986475,0.03439601247869503,0.0017681371924603176,6.081686893590988e-5,NA,NA,511.03358236250034,429.10349870000005,NA,NA,8.347953928446552,NA,NA,NA
2023-08-04,5a,9079.673125,74.964,NA,36.73369637209288,0.5925085485019451,NA,NA,NA,summer,23.87,297.02,0.030624512055933348,0.03482024114962368,0.009079673125,3.1615640777225726e-4,NA,NA,524.3160113943002,440.9149083751998,NA,NA,8.438729110241391,NA,NA,NA
2023-08-04,6,24368.222916666666,74.438375,NA,741.7929858716909,0.7183314874205491,NA,NA,NA,summer,23.58,296.72999999999996,0.03852151116972083,0.035034943162168077,0.024368222916666665,8.537393048484582e-4,NA,NA,531.1170302072003,446.96920782079997,NA,NA,8.48477563625904,NA,NA,NA
2023-08-04,6a,16042.546666666667,76.876,NA,39.214933524564664,0.31595302175452844,NA,NA,NA,summer,24.93,298.08,0.0018903474269530568,0.034050066456694256,0.016042546666666668,5.46249780134619e-4,NA,NA,500.34845346170044,419.6133652087996,NA,NA,8.274126931339058,NA,NA,NA
2023-08-04,7,16037.71625,76.03516666666667,NA,125.72612969490974,0.38166604666542664,NA,NA,NA,summer,24.46,297.60999999999996,0.014605709819381571,0.034388758106442825,0.01603771625,5.515171447010173e-4,NA,NA,510.8081982616002,428.9032164223997,NA,NA,8.346404008233923,NA,NA,NA
2023-08-04,9,8956.915833333334,77.69795833333333,NA,47.91696467223308,0.13941597761983396,NA,NA,NA,summer,25.39,298.53999999999996,-0.01051570772044319,0.033722828913912296,0.008956915833333334,3.020525402438122e-4,NA,NA,490.35523846390026,410.74651490959985,NA,NA,8.204449093729734,NA,NA,NA
2023-08-05,13,7679.214416666667,76.992,NA,45.72984829667707,0.2438645053047682,NA,NA,NA,summer,25,298.15,0,0.034,0.007679214416666667,2.610932901666667e-4,NA,NA,498.8125000000002,418.25,NA,NA,8.263456697819732,NA,NA,NA
2023-08-05,15,16483.108333333334,76.20195833333334,NA,NA,NA,NA,NA,NA,summer,24.56,297.71,0.011896951244574905,0.03431632522540805,0.016483108333333333,5.656397062923003e-4,NA,NA,508.56094632960037,426.9064991743997,NA,NA,8.330932741343588,NA,NA,NA
2023-08-05,3,19486.774593721144,77.22491666666667,NA,246.6467973410545,0.6564103008509046,NA,NA,NA,summer,25.12,298.27,-0.0032385313078357736,0.03391439749516848,0.019486774593721144,6.608822194702092e-4,NA,NA,496.1923053568,415.9246794751996,NA,NA,8.245221164675565,NA,NA,NA
2023-08-05,5,1775.601994047619,76.006,NA,318.09352698406377,0.5034642522315345,NA,NA,NA,summer,24.45,297.59999999999997,0.014876685798986475,0.03439601247869503,0.0017756019940476189,6.107362834445769e-5,NA,NA,511.03358236250034,429.10349870000005,NA,NA,8.347953928446552,NA,NA,NA
2023-08-05,5a,8330.978333333333,74.97129166666666,NA,46.09400554484868,0.6371797552686012,NA,NA,NA,summer,23.87,297.02,0.030624512055933348,0.03482024114962368,0.008330978333333332,2.9008667457895666e-4,NA,NA,524.3160113943002,440.9149083751998,NA,NA,8.438729110241391,NA,NA,NA
2023-08-05,6,23230.090833333332,74.619,NA,723.9467451784989,0.7123545815273435,NA,NA,NA,summer,23.68,296.83,0.03579666497681398,0.03496071141879569,0.02323009083333333,8.121405018565777e-4,NA,NA,528.7594964992,444.8700121087999,NA,NA,8.468847217932293,NA,NA,NA
2023-08-05,6a,15900.933333333332,76.77508333333334,NA,35.088062919005075,0.3064739308266495,NA,NA,NA,summer,24.88,298.03,0.0032411392584235504,0.03408588776791528,0.015900933333333332,5.41997429005103e-4,NA,NA,501.44898104320015,420.5903541247996,NA,NA,8.281763404805496,NA,NA,NA
2023-08-05,7,16483.108333333334,75.9335,NA,116.16463361889748,0.3715000225454994,NA,NA,NA,summer,24.41,297.56,0.015960771849399952,0.034425050154701334,0.016483108333333333,5.674318310803755e-4,NA,NA,511.9363233501003,429.9057443863997,NA,NA,8.3541587020152015,NA,NA,NA
2023-08-05,9,9126.86275,77.18175,NA,105.37213430207446,0.2179571006111709,NA,NA,NA,summer,25.1,298.25,-0.0026989570639516375,0.03392864481816432,0.00912686275,3.096620845488845e-4,NA,NA,496.62788310000053,416.31119839999974,NA,NA,8.248255496907289,NA,NA,NA
2023-08-06,13,7141.518916666667,77.254125,NA,36.84354557374224,0.21400933195805777,NA,NA,NA,summer,25.14,298.28999999999996,-0.0037780331960599045,0.03390015806424109,0.0071415189166666665,2.420986200937678e-4,NA,NA,495.7571737064002,415.53857192959975,NA,NA,8.24218879685732,NA,NA,NA
2023-08-06,15,17287.939166666667,76.60808333333333,NA,NA,NA,NA,NA,NA,summer,24.78,297.92999999999995,0.0059440830984167775,0.03415767964923879,0.017287939166666665,5.905158878505281e-4,NA,NA,503.6586533912,422.55229479679963,NA,NA,8.297073692987805,NA,NA,NA
2023-08-06,3,19796.78493882733,77.378,NA,198.01423631648785,0.6100070830444689,NA,NA,NA,summer,25.21,298.35999999999996,-0.005665720214100001,0.03385038212953677,0.019796784938827333,6.701287351155635e-4,NA,NA,494.2377107341005,414.1904201624,NA,NA,8.231590948980323,NA,NA,NA
2023-08-06,5,1727.5774503968253,76.04975,NA,260.4232164105385,0.4130973101340142,NA,NA,NA,summer,24.47,297.62,0.014334752049302221,0.03438150575152913,0.0017275774503968252,5.939671404703048e-5,NA,NA,510.58293435630054,428.7030455432,NA,NA,8.3448545967505,NA,NA,NA
2023-08-06,5a,9055.404291666666,75.15341666666666,NA,35.32024341526074,0.5897666869576161,NA,NA,NA,summer,23.97,297.12,0.02790498326107234,0.034746608134460316,0.009055404291666666,3.1464458442165185e-4,NA,NA,521.9959446713002,438.8505927032,NA,NA,8.422953725599923,NA,NA,NA
2023-08-06,6,23173.740416666667,74.75516666666667,NA,634.2399574242655,0.680538419410171,NA,NA,NA,summer,23.75,296.9,0.03389036478289517,0.03490887247790379,0.023173740416666668,8.089691490414619e-4,NA,NA,527.1169921875003,443.4078124999999,NA,NA,8.457728899821205,NA,NA,NA
2023-08-06,6a,17550.92125,76.78241666666666,NA,27.552308004286,0.28679065282372973,NA,NA,NA,summer,24.88,298.03,0.0032411392584235504,0.03408588776791528,0.01755092125,5.982387319510194e-4,NA,NA,501.44898104320015,420.5903541247996,NA,NA,8.281763404805496,NA,NA,NA
2023-08-06,7,17287.939166666667,76.06416666666667,NA,82.53004626880103,0.3313525937657934,NA,NA,NA,summer,24.48,297.63,0.014063812486916558,0.034374255413273894,0.017287939166666665,5.942600364841414e-4,NA,NA,510.35779051520024,428.50298593279985,NA,NA,8.343305693720554,NA,NA,NA
2023-08-06,9,8828.802708333333,77.97591666666666,NA,93.29587997260438,0.2036900266224774,NA,NA,NA,summer,25.54,298.69,-0.014552898655282448,0.03361701864656625,0.008828802708333333,2.9679802527289627e-4,NA,NA,487.1466013384003,407.90121397759964,NA,NA,8.181950753582218,NA,NA,NA
2023-08-07,13,6380.768375,77.807,NA,29.72303639010951,0.1880086170778402,NA,NA,NA,summer,25.45,298.59999999999997,-0.012131070828717144,0.03368045213999698,0.006380768375,2.149071638705938e-4,NA,NA,489.0688931125001,409.6057366999997,NA,NA,8.195436736484359,NA,NA,NA
2023-08-07,15,17659.271249999998,77.15970833333333,NA,NA,NA,NA,NA,NA,summer,25.09,298.23999999999995,-0.002429142804086931,0.03393577144084568,0.017659271249999997,5.992809929518971e-4,NA,NA,496.8458395849006,416.50461245359963,NA,NA,8.249773400332892,NA,NA,NA
2023-08-07,3,20014.45961565097,77.82870833333334,NA,161.41198234926844,0.5696747107130578,NA,NA,NA,summer,25.46,298.60999999999996,-0.012400234901334059,0.033673396177650534,0.02001445961565097,6.739548279194024e-4,NA,NA,488.8548781416001,409.4159527423998,NA,NA,8.193936367278384,NA,NA,NA
2023-08-07,5,1724.5971825396825,76.52095833333334,NA,206.27409224882467,0.32804676124503773,NA,NA,NA,summer,24.73,297.88,0.0072962355635586285,0.03419365038695779,0.0017245971825396826,5.8970273118094336e-5,NA,NA,504.76783100770047,423.53727895279974,NA,NA,8.304747574318624,NA,NA,NA
2023-08-07,5a,9666.314571428571,75.4845,NA,27.726860497456055,0.5504559075784817,NA,NA,NA,summer,24.16,297.31,0.02274291861126647,0.03460726988308368,0.009666314571428572,3.3452475714821294e-4,NA,NA,517.6225970176001,434.9607256064,NA,NA,8.393124137974327,NA,NA,NA
2023-08-07,6,23043.96625,75.000625,NA,526.2598738451655,0.6380659859804565,NA,NA,NA,summer,23.89,297.03999999999996,0.030080459810089347,0.034805498105305525,0.023043966250000002,8.020567236530996e-4,NA,NA,523.8509786689006,440.5010970295998,NA,NA,8.435569842091674,NA,NA,NA
2023-08-07,6a,17452.0025,77.22491666666666,NA,20.37427870730912,0.26412772871000273,NA,NA,NA,summer,25.12,298.27,-0.0032385313078357736,0.03391439749516848,0.017452002499999997,5.91874149871674e-4,NA,NA,496.1923053568,415.9246794751996,NA,NA,8.245221164675565,NA,NA,NA
2023-08-07,7,17659.271249999998,76.462875,NA,56.92533703401941,0.2926083874895021,NA,NA,NA,summer,24.7,297.84999999999997,0.008107744948698814,0.03421525681302994,0.017659271249999997,6.042165009497062e-4,NA,NA,505.43473630000034,424.12956319999967,NA,NA,8.309357918278149,NA,NA,NA
2023-08-07,9,8149.454125,79.27583333333334,NA,62.195950197715426,0.1632402298137929,NA,NA,NA,summer,26.26,299.40999999999997,-0.03387510670476608,0.033115183843869536,0.008149454125,2.6987067157655594e-4,NA,NA,472.06932956560024,394.54111907839973,NA,NA,8.075447630833295,NA,NA,NA
2023-08-08,13,5724.049166666667,78.31770833333333,NA,23.698096758833113,0.1640276032067214,NA,NA,NA,summer,25.73,298.88,-0.019660856509503763,0.0334836203941595,0.005724049166666667,1.916618894141717e-4,NA,NA,483.11651047770033,404.3285710327999,NA,NA,8.15360785439506,NA,NA,NA
2023-08-08,15,17693.322916666668,77.617875,NA,NA,NA,NA,NA,NA,summer,25.34,298.48999999999995,-0.009169075716771585,0.033758196654534674,0.017693322916666667,5.972946744930184e-4,NA,NA,491.43016104239996,411.6998942335999,NA,NA,8.211972701050204,NA,NA,NA
2023-08-08,3,20589.987798938135,78.164125,NA,133.45108880096336,0.5346499247543945,NA,NA,NA,summer,25.65,298.79999999999995,-0.017510929177046858,0.03353970276795796,0.020589987798938135,6.90582070772266e-4,NA,NA,484.8087844625003,405.82861309999976,NA,NA,8.16552068995656,NA,NA,NA
2023-08-08,5,1707.893621031746,77.0285,NA,166.62471042708586,0.2656180379027424,NA,NA,NA,summer,25.02,298.16999999999996,-5.399362406167257e-4,0.033985713136999836,0.001707893621031746,5.804398267289683e-5,NA,NA,498.3746760248003,417.8614086271998,NA,NA,8.260412511985859,NA,NA,NA
2023-08-08,5a,10211.892375,75.81045833333333,NA,24.357477523477876,0.5304849396062429,NA,NA,NA,summer,24.34,297.48999999999995,0.01785862392864948,0.03447594391259835,0.010211892375,3.520646287619908e-4,NA,NA,513.5207779624004,431.3139931135999,NA,NA,8.365036704681755,NA,NA,NA
2023-08-08,6,23096.476666666666,75.37641666666666,NA,424.80127743373566,0.5928311417228898,NA,NA,NA,summer,24.1,297.25,0.024372331367231506,0.03465119173517866,0.023096476666666664,8.003204413837467e-4,NA,NA,518.9987701000002,436.1845663999996,NA,NA,8.402523756714025,NA,NA,NA
2023-08-08,6a,17353.662916666668,77.61045833333333,NA,15.072079334182057,0.24329369082980565,NA,NA,NA,summer,25.34,298.48999999999995,-0.009169075716771585,0.033758196654534674,0.01735366291666667,5.858283654173391e-4,NA,NA,491.43016104239996,411.6998942335999,NA,NA,8.211972701050204,NA,NA,NA
2023-08-08,7,17693.322916666668,76.926875,NA,38.87187082884005,0.25764818499333947,NA,NA,NA,summer,24.96,298.10999999999996,0.0010800898249951896,0.03402859750321772,0.017693322916666667,6.020789640257081e-4,NA,NA,499.68950620160035,419.02843658239976,NA,NA,8.269551002735255,NA,NA,NA
2023-08-08,9,7791.582708333333,80.11904166666666,NA,44.21426873352951,0.13552511756538668,NA,NA,NA,summer,26.73,299.88,-0.046438162721067905,0.032792923086368136,0.007791582708333333,2.5550877247545095e-4,NA,NA,462.50026794770054,386.06925511279996,NA,NA,8.00722288999527,NA,NA,NA
2023-08-09,13,5223.817416666667,78.76329166666666,NA,19.577785123227834,0.14620843878051396,NA,NA,NA,summer,25.98,299.13,-0.026371967553801695,0.03330915885372693,0.005223817416666667,1.7400096415461544e-4,NA,NA,477.87054409520044,399.67979905279964,NA,NA,8.11657573892756,NA,NA,NA
2023-08-09,15,17316.733333333334,77.836,NA,NA,NA,NA,NA,NA,summer,25.46,298.60999999999996,-0.012400234901334059,0.033673396177650534,0.017316733333333334,5.831132220360603e-4,NA,NA,488.8548781416001,409.4159527423998,NA,NA,8.193936367278384,NA,NA,NA
2023-08-09,3,21010.178334487533,78.41983333333333,NA,112.76571951358936,0.5054523284804144,NA,NA,NA,summer,25.79,298.94,-0.021272546866108258,0.03344163982042569,0.021010178334487532,7.026148164248434e-4,NA,NA,481.8516559959006,403.2075305575995,NA,NA,8.144693200052329,NA,NA,NA
2023-08-09,5,1644.0312003968254,77.46520833333334,NA,137.97687129218093,0.22040961415256136,NA,NA,NA,summer,25.26,298.40999999999997,-0.007013525871253298,0.033814886915541506,0.0016440312003968254,5.559272912704061e-5,NA,NA,493.1556928856001,413.2305075583997,NA,NA,8.224035725312982,NA,NA,NA
2023-08-09,5a,10632.051666666666,76.12995833333333,NA,22.60456479325747,0.5192268678476751,NA,NA,NA,summer,24.52,297.66999999999996,0.012980236277596383,0.03434527421324407,0.010632051666666666,3.651607299410453e-4,NA,NA,509.45841316480016,427.7038575872,NA,NA,8.33711516073484,NA,NA,NA
2023-08-09,6,22900.52291666667,75.77433333333333,NA,345.9212619625,0.5524987693914785,NA,NA,NA,summer,24.32,297.46999999999997,0.01840103143644252,0.03449050320572736,0.02290052291666667,7.898505590701245e-4,NA,NA,513.9745732608003,431.71736453119996,NA,NA,8.368149309344805,NA,NA,NA
2023-08-09,6a,16896.59458333333,77.79975,NA,11.305037934526425,0.22501950655416464,NA,NA,NA,summer,25.44,298.59,-0.011861888727092776,0.033687510053625275,0.01689659458333333,5.69204199898072e-4,NA,NA,489.28301527040037,409.79561922559975,NA,NA,8.196937588213205,NA,NA,NA
