Site,Date,Species,Conc.,Conc_Raw,day,month,year,ID,chapter,Q_daily,Q_ID,depth_daily,Water_press,Temp_PT,pH_daily
6GW3,2024-07-11,DIC,42.28787,42.28787,11,7,2024,6,RC,0.17610966704573142,NA,-1.915803831603658e-4,0.6469000000000005,73.407,NA
6GW3,2024-07-11,DOC,135.176,135.176,11,7,2024,6,RC,0.17610966704573142,NA,-1.915803831603658e-4,0.6469000000000005,73.407,NA
5GW4,2024-07-11,DIC,49.49621,49.49621,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
5GW4,2024-07-11,DOC,122.786,122.786,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
5GW7,2024-06-19,DIC,62.1194,62.1194,19,6,2024,5,RC,NA,NA,NA,NA,NA,3.8612412620382783
5GW7,2024-06-19,DOC,132.757,132.757,19,6,2024,5,RC,NA,NA,NA,NA,NA,3.8612412620382783
5GW1,2024-07-11,DIC,17.76347,17.76347,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
5GW1,2024-07-11,DOC,118.715,118.715,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
9GW2,2024-06-20,DIC,23.70548,23.70548,20,6,2024,9,RC,NA,NA,-0.17807975643923313,-0.02590000000000003,80.559,4.690124348001663
9GW2,2024-06-20,DOC,203.321,203.321,20,6,2024,9,RC,NA,NA,-0.17807975643923313,-0.02590000000000003,80.559,4.690124348001663
9GW3,2024-07-11,DIC,41.00435,41.00435,11,7,2024,9,RC,NA,NA,-0.17725435269052325,-0.02309999999999945,77.225,NA
9GW3,2024-07-11,DOC,157.596,157.596,11,7,2024,9,RC,NA,NA,-0.17725435269052325,-0.02309999999999945,77.225,NA
6GW2,2024-06-20,DIC,17.07587,17.07587,20,6,2024,6,RC,NA,NA,NA,NA,NA,4.033361094879728
6GW2,2024-06-20,DOC,148.687,148.687,20,6,2024,6,RC,NA,NA,NA,NA,NA,4.033361094879728
5GW2,2024-07-11,DIC,23.88311,23.88311,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
5GW2,2024-07-11,DOC,125.5,125.5,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
5GW5,2024-07-11,DIC,25.75682,25.75682,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
5GW5,2024-07-11,DOC,151.519,151.519,11,7,2024,5,RC,203.50544450080935,low,0.27717651435302865,1.0965000000000007,76.703,NA
5GW5,2024-06-19,DIC,46.98647,46.98647,19,6,2024,5,RC,NA,NA,NA,NA,NA,3.8612412620382783
5GW5,2024-06-19,DOC,142.02,142.02,19,6,2024,5,RC,NA,NA,NA,NA,NA,3.8612412620382783
