"TOA5","Bradford_13_","CR800","31039","CR800.Std.32.05","CPU:13_hourly_02082024.CR8","44747","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2"
"2024-02-13 13:00:00",93,12.81,2953.846
"2024-02-13 14:00:00",94,12.84,2953.424
"2024-02-13 15:00:00",95,12.83,2953.529
"2024-02-13 16:00:00",96,12.83,2953.842
"2024-02-13 17:00:00",97,12.81,2953.846
"2024-02-13 18:00:00",98,12.79,2953.846
"2024-02-13 19:00:00",99,12.76,2953.846
"2024-02-13 20:00:00",100,12.76,2950.962
"2024-02-13 21:00:00",101,12.74,2953.846
"2024-02-13 22:00:00",102,12.73,2950.962
"2024-02-13 23:00:00",103,12.72,2951.045
"2024-02-14 00:00:00",104,12.71,2949.141
"2024-02-14 01:00:00",105,12.7,2952.981
"2024-02-14 02:00:00",106,12.7,2952.954
"2024-02-14 03:00:00",107,12.7,2950.102
"2024-02-14 04:00:00",108,12.7,2950.102
"2024-02-14 05:00:00",109,12.7,2952.989
"2024-02-14 06:00:00",110,12.7,2950.102
"2024-02-14 07:00:00",111,12.7,2950.102
"2024-02-14 08:00:00",112,12.7,2950.102
"2024-02-14 09:00:00",113,12.73,2950.102
"2024-02-14 10:00:00",114,12.81,2954.904
"2024-02-14 11:00:00",115,12.77,2953.847
"2024-02-14 12:00:00",116,12.76,2953.847
"2024-02-14 13:00:00",117,12.83,2953.847
"2024-02-14 14:00:00",118,12.84,2952.791
"2024-02-14 15:00:00",119,12.82,2951.911
"2024-02-14 16:00:00",120,12.8,2952.706
"2024-02-14 17:00:00",121,12.79,2953.136
"2024-02-14 18:00:00",122,12.78,2953.718
"2024-02-14 19:00:00",123,12.76,2953.846
"2024-02-14 20:00:00",124,12.75,2950.962
"2024-02-14 21:00:00",125,12.74,2953.846
"2024-02-14 22:00:00",126,12.73,2953.846
"2024-02-14 23:00:00",127,12.72,2951.266
"2024-02-15 00:00:00",128,12.71,2952.159
"2024-02-15 01:00:00",129,12.71,2950.002
"2024-02-15 02:00:00",130,12.7,2952.852
"2024-02-15 03:00:00",131,12.7,2952.986
"2024-02-15 04:00:00",132,12.7,2952.675
"2024-02-15 05:00:00",133,12.7,2952.435
"2024-02-15 06:00:00",134,12.7,2951.982
"2024-02-15 07:00:00",135,12.7,2951.975
"2024-02-15 08:00:00",136,12.7,2951.888
"2024-02-15 09:00:00",137,12.71,2953.859
"2024-02-15 10:00:00",138,12.72,2953.847
"2024-02-15 11:00:00",139,12.72,2953.847
"2024-02-15 12:00:00",140,12.75,2953.847
"2024-02-15 13:00:00",141,12.78,2952.73
"2024-02-15 14:00:00",142,12.77,2952.26
"2024-02-15 15:00:00",143,12.77,2952.282
"2024-02-15 16:00:00",144,12.77,2952.619
"2024-02-15 17:00:00",145,12.76,2952.831
"2024-02-15 18:00:00",146,12.74,2952.835
"2024-02-15 19:00:00",147,12.74,2953.846
"2024-02-15 20:00:00",148,12.73,2953.846
"2024-02-15 21:00:00",149,12.73,2953.846
"2024-02-15 22:00:00",150,12.72,2953.846
"2024-02-15 23:00:00",151,12.72,2953.846
"2024-02-16 00:00:00",152,12.72,2950.962
"2024-02-16 01:00:00",153,12.71,2953.846
"2024-02-16 02:00:00",154,12.71,2950.962
"2024-02-16 03:00:00",155,12.7,2950.971
"2024-02-16 04:00:00",156,12.7,2953.861
"2024-02-16 05:00:00",157,12.7,2951.477
"2024-02-16 06:00:00",158,12.68,2951.536
"2024-02-16 07:00:00",159,12.68,2951.156
"2024-02-16 08:00:00",160,12.68,2953.995
"2024-02-16 09:00:00",161,12.68,2953.847
"2024-02-16 10:00:00",162,12.7,2953.847
"2024-02-16 11:00:00",163,12.71,2953.847
"2024-02-16 12:00:00",164,12.72,2953.847
"2024-02-16 13:00:00",165,12.75,2952.833
"2024-02-16 14:00:00",166,12.76,2952.55
"2024-02-16 15:00:00",167,12.75,2952.722
"2024-02-16 16:00:00",168,12.74,2952.782
"2024-02-16 17:00:00",169,12.72,2952.831
"2024-02-16 18:00:00",170,12.71,2952.919
"2024-02-16 19:00:00",171,12.7,2953.545
"2024-02-16 20:00:00",172,12.7,2953.846
"2024-02-16 21:00:00",173,12.69,2953.846
"2024-02-16 22:00:00",174,12.68,2953.846
"2024-02-16 23:00:00",175,12.68,2953.846
"2024-02-17 00:00:00",176,12.67,2953.846
"2024-02-17 01:00:00",177,12.66,2953.846
"2024-02-17 02:00:00",178,12.66,2950.962
"2024-02-17 03:00:00",179,12.65,2953.846
"2024-02-17 04:00:00",180,12.64,2950.962
"2024-02-17 05:00:00",181,12.64,2953.846
"2024-02-17 06:00:00",182,12.63,2953.846
"2024-02-17 07:00:00",183,12.62,2953.846
"2024-02-17 08:00:00",184,12.62,2953.846
"2024-02-17 09:00:00",185,12.61,2953.846
"2024-02-17 10:00:00",186,12.62,2953.846
"2024-02-17 11:00:00",187,12.62,2953.846
"2024-02-17 12:00:00",188,12.61,2953.846
"2024-02-17 13:00:00",189,12.6,2953.846
"2024-02-17 14:00:00",190,12.6,2953.82
"2024-02-17 15:00:00",191,12.58,2953.825
"2024-02-17 16:00:00",192,12.57,2953.838
"2024-02-17 17:00:00",193,12.55,2953.843
"2024-02-17 18:00:00",194,12.53,2953.846
"2024-02-17 19:00:00",195,12.51,2953.846
"2024-02-17 20:00:00",196,12.5,2953.846
"2024-02-17 21:00:00",197,12.48,2953.846
"2024-02-17 22:00:00",198,12.47,2953.846
"2024-02-17 23:00:00",199,12.45,2953.846
"2024-02-18 00:00:00",200,12.43,2953.846
"2024-02-18 01:00:00",201,12.42,2953.846
"2024-02-18 02:00:00",202,12.4,2953.846
"2024-02-18 03:00:00",203,12.38,2953.846
"2024-02-18 04:00:00",204,12.36,2953.98
"2024-02-18 05:00:00",205,12.33,2954.238
"2024-02-18 06:00:00",206,12.31,2954.614
"2024-02-18 07:00:00",207,12.29,2954.839
"2024-02-18 08:00:00",208,12.27,2954.86
"2024-02-18 09:00:00",209,12.23,2954.818
"2024-02-18 10:00:00",210,12.22,2954.812
"2024-02-18 11:00:00",211,12.19,2954.783
"2024-02-18 12:00:00",212,12.18,2954.173
"2024-02-18 13:00:00",213,12.18,2953.847
"2024-02-18 14:00:00",214,12.16,2953.847
"2024-02-18 15:00:00",215,12.14,2953.847
"2024-02-18 16:00:00",216,12.11,2953.847
"2024-02-18 17:00:00",217,12.08,2953.847
"2024-02-18 18:00:00",218,12.05,2953.847
"2024-02-18 19:00:00",219,12.03,2953.847
"2024-02-18 20:00:00",220,12,2953.847
"2024-02-18 21:00:00",221,11.97,2953.868
"2024-02-18 22:00:00",222,11.94,2953.891
"2024-02-18 23:00:00",223,11.91,2954.452
"2024-02-19 00:00:00",224,11.88,2954.689
"2024-02-19 01:00:00",225,11.84,2954.661
"2024-02-19 02:00:00",226,11.8,2954.86
"2024-02-19 03:00:00",227,11.77,2955.177
"2024-02-19 04:00:00",228,11.73,2955.281
"2024-02-19 05:00:00",229,11.68,2955.672
"2024-02-19 06:00:00",230,11.64,2955.768
"2024-02-19 07:00:00",231,11.59,2955.867
"2024-02-19 08:00:00",232,11.54,2958.762
"2024-02-19 09:00:00",233,11.59,2955.875
"2024-02-19 10:00:00",234,11.73,2957.8
"2024-02-19 11:00:00",235,11.72,2956.732
"2024-02-19 12:00:00",236,11.71,2959.616
"2024-02-19 13:00:00",237,11.76,2959.616
"2024-02-19 14:00:00",238,11.92,2958.695
"2024-02-19 15:00:00",239,11.91,2958.601
"2024-02-19 16:00:00",240,11.88,2955.798
"2024-02-19 17:00:00",241,11.84,2959.613
"2024-02-19 18:00:00",242,11.81,2956.729
"2024-02-19 19:00:00",243,11.75,2956.731
"2024-02-19 20:00:00",244,11.71,2953.846
"2024-02-19 21:00:00",245,11.65,2956.833
"2024-02-19 22:00:00",246,11.6,2954.859
"2024-02-19 23:00:00",247,11.54,2958.695
"2024-02-20 00:00:00",248,11.49,2958.762
"2024-02-20 01:00:00",249,11.43,2955.875
"2024-02-20 02:00:00",250,11.36,2955.875
"2024-02-20 03:00:00",251,11.29,2955.875
"2024-02-20 04:00:00",252,11.22,2958.762
"2024-02-20 05:00:00",253,11.14,2958.762
"2024-02-20 06:00:00",254,11.06,2958.762
"2024-02-20 07:00:00",255,10.97,2958.762
"2024-02-20 08:00:00",256,10.85,2961.649
"2024-02-20 09:00:00",257,10.93,2961.649
"2024-02-20 10:00:00",258,11.16,2961.649
"2024-02-20 11:00:00",259,11.14,2959.616
"2024-02-20 12:00:00",260,11.13,2962.501
"2024-02-20 13:00:00",261,11.18,2962.313
"2024-02-20 14:00:00",262,11.34,2958.26
"2024-02-20 15:00:00",263,11.34,2960.849
"2024-02-20 16:00:00",264,11.3,2958.4
"2024-02-20 17:00:00",265,11.24,2958.615
"2024-02-20 18:00:00",266,11.18,2958.601
"2024-02-20 19:00:00",267,11.07,2959.615
"2024-02-20 20:00:00",268,10.97,2962.5
"2024-02-20 21:00:00",269,10.84,2959.615
"2024-02-20 22:00:00",270,10.68,2962.5
"2024-02-20 23:00:00",271,10.44,2962.947
"2024-03-04 14:54:30",272,12.78,34.59163
"2024-03-04 14:54:40",273,12.81,34.59163
"2024-03-04 14:54:50",274,12.8,423.7474
"2024-03-04 14:55:00",275,12.8,432.3953
"2024-03-04 14:55:10",276,12.81,429.5127
"2024-03-04 14:55:20",277,12.81,415.0995
"2024-03-04 14:55:30",278,12.81,426.6301
"2024-03-04 14:55:40",279,12.8,443.9259
"2024-03-04 14:55:50",280,12.81,443.9259
"2024-03-04 14:56:00",281,12.81,438.1606
"2024-03-04 14:56:10",282,12.81,432.3953
"2024-03-04 14:56:20",283,12.8,435.278
"2024-03-04 14:56:30",284,12.8,466.987
"2024-03-04 14:56:40",285,12.79,466.987
"2024-03-04 14:56:50",286,12.8,443.9259
"2024-03-04 15:00:00",287,12.85,83.59719
"2024-03-04 16:00:00",288,12.87,464.1331
"2024-03-04 17:00:00",289,12.81,467.0052
"2024-03-04 18:00:00",290,12.76,466.9981
"2024-03-04 19:00:00",291,12.76,469.9888
"2024-03-04 20:00:00",292,12.76,478.6816
"2024-03-04 21:00:00",293,12.76,475.798
"2024-03-04 22:00:00",294,12.75,467.1471
"2024-03-04 23:00:00",295,12.75,495.9833
"2024-03-05 00:00:00",296,12.75,478.6816
"2024-03-05 01:00:00",297,12.74,478.6816
"2024-03-05 02:00:00",298,12.74,495.9923
"2024-03-05 03:00:00",299,12.73,487.3709
"2024-03-05 04:00:00",300,12.73,495.9881
"2024-03-05 05:00:00",301,12.72,495.9886
"2024-03-05 06:00:00",302,12.72,496.0325
"2024-03-05 07:00:00",303,12.72,487.3611
"2024-03-05 08:00:00",304,12.75,495.9861
"2024-03-05 09:00:00",305,12.76,490.2165
"2024-03-05 10:00:00",306,12.89,464.2638
"2024-03-05 11:00:00",307,12.92,466.9874
"2024-03-05 12:00:00",308,12.88,452.5739
"2024-03-05 13:00:00",309,12.82,475.635
"2024-03-05 14:00:00",310,12.79,570.7631
"2024-03-05 15:00:00",311,12.81,484.3727
"2024-03-05 16:00:00",312,12.76,527.5364
"2024-03-05 17:00:00",313,12.75,547.757
"2024-03-05 18:00:00",314,12.73,498.8069
"2024-03-05 19:00:00",315,12.73,467.1471
"2024-03-05 20:00:00",316,12.72,487.3325
"2024-03-05 21:00:00",317,12.72,467.1471
"2024-03-05 22:00:00",318,12.71,467.1471
"2024-03-05 23:00:00",319,12.71,487.3325
"2024-03-06 00:00:00",320,12.71,498.867
"2024-03-06 01:00:00",321,12.71,475.798
"2024-03-06 02:00:00",322,12.7,487.3325
"2024-03-06 03:00:00",323,12.69,487.3275
"2024-03-06 04:00:00",324,12.69,475.798
"2024-03-06 05:00:00",325,12.69,475.7959
"2024-03-06 06:00:00",326,12.69,467.1471
"2024-03-06 07:00:00",327,12.69,470.0307
"2024-03-06 08:00:00",328,12.72,472.9143
"2024-03-06 09:00:00",329,12.78,478.6816
"2024-03-06 10:00:00",330,12.8,458.4123
"2024-03-06 11:00:00",331,12.82,467.0032
"2024-03-06 12:00:00",332,12.92,478.5176
"2024-03-06 13:00:00",333,13,458.3392
"2024-03-06 14:00:00",334,13.01,466.9871
"2024-03-06 15:00:00",335,12.96,455.4565
"2024-03-06 16:00:00",336,12.91,446.8086
"2024-03-06 17:00:00",337,12.81,478.5203
"2024-03-06 18:00:00",338,12.76,455.4616
"2024-03-06 19:00:00",339,12.71,487.2187
"2024-03-06 20:00:00",340,12.7,487.3191
"2024-03-06 21:00:00",341,12.7,519.0523
"2024-03-06 22:00:00",342,12.69,475.798
"2024-03-06 23:00:00",343,12.68,553.6558
"2024-03-07 00:00:00",344,12.68,582.4921
"2024-03-07 01:00:00",345,12.67,622.8628
"2024-03-07 02:00:00",346,12.66,620.0281
"2024-03-07 03:00:00",347,12.65,493.1875
"2024-03-07 04:00:00",348,12.65,496.0716
"2024-03-07 05:00:00",349,12.65,516.3134
"2024-03-07 06:00:00",350,12.65,475.956
"2024-03-07 07:00:00",351,12.65,499.0385
"2024-03-07 08:00:00",352,12.67,490.3846
"2024-03-07 09:00:00",353,12.71,478.8275
"2024-03-07 10:00:00",354,12.75,470.0311
"2024-03-07 11:00:00",355,12.74,487.3253
"2024-03-07 12:00:00",356,12.75,487.1662
"2024-03-07 13:00:00",357,12.86,487.1655
"2024-03-07 14:00:00",358,12.93,469.8697
"2024-03-07 15:00:00",359,12.9,478.5176
"2024-03-07 16:00:00",360,12.82,507.344
"2024-03-07 17:00:00",361,12.77,478.5236
"2024-03-07 18:00:00",362,12.71,622.6523
"2024-03-07 19:00:00",363,12.68,490.1052
"2024-03-07 20:00:00",364,12.67,475.7957
"2024-03-07 21:00:00",365,12.66,498.867
"2024-03-07 22:00:00",366,12.65,542.1213
"2024-03-07 23:00:00",367,12.65,605.561
"2024-03-08 00:00:00",368,12.64,594.0353
"2024-03-08 01:00:00",369,12.62,556.6641
"2024-03-08 02:00:00",370,12.62,605.7493
"2024-03-08 03:00:00",371,12.62,550.9585
"2024-03-08 04:00:00",372,12.61,519.2194
"2024-03-08 05:00:00",373,12.61,496.1382
"2024-03-08 06:00:00",374,12.61,539.3123
"2024-03-08 07:00:00",375,12.6,501.8315
"2024-03-08 08:00:00",376,12.63,487.3509
"2024-03-08 09:00:00",377,12.66,472.9147
"2024-03-08 10:00:00",378,12.75,467.0066
"2024-03-08 11:00:00",379,12.82,455.4565
"2024-03-08 12:00:00",380,12.87,478.5176
"2024-03-08 13:00:00",381,12.92,478.5176
"2024-03-08 14:00:00",382,12.87,478.5176
"2024-03-08 15:00:00",383,12.86,478.5176
"2024-03-08 16:00:00",384,12.79,478.5201
"2024-03-08 17:00:00",385,12.75,458.3409
"2024-03-08 18:00:00",386,12.68,455.4603
"2024-03-08 19:00:00",387,12.65,478.5302
"2024-03-08 20:00:00",388,12.64,478.5659
"2024-03-08 21:00:00",389,12.64,484.343
"2024-03-08 22:00:00",390,12.63,455.563
"2024-03-08 23:00:00",391,12.63,464.1508
"2024-03-09 00:00:00",392,12.62,464.1356
"2024-03-09 01:00:00",393,12.62,487.2343
"2024-03-09 02:00:00",394,12.62,487.1924
"2024-03-09 03:00:00",395,12.62,478.5616
"2024-03-09 04:00:00",396,12.61,507.4337
"2024-03-09 05:00:00",397,12.61,467.0806
"2024-03-09 06:00:00",398,12.6,478.6046
"2024-03-09 07:00:00",399,12.6,518.9628
"2024-03-09 08:00:00",400,12.62,492.994
"2024-03-09 09:00:00",401,12.68,478.5278
"2024-03-09 10:00:00",402,12.66,487.1655
"2024-03-09 11:00:00",403,12.65,455.4565
"2024-03-09 12:00:00",404,12.72,443.926
"2024-03-09 13:00:00",405,12.77,452.5739
"2024-03-09 14:00:00",406,12.76,455.4565
"2024-03-09 15:00:00",407,12.77,466.9871
"2024-03-09 16:00:00",408,12.7,443.926
"2024-03-09 17:00:00",409,12.66,466.9871
"2024-03-09 18:00:00",410,12.62,466.9873
"2024-03-09 19:00:00",411,12.61,443.9444
"2024-03-09 20:00:00",412,12.61,467.0098
"2024-03-09 21:00:00",413,12.6,478.5438
"2024-03-09 22:00:00",414,12.6,467.047
"2024-03-09 23:00:00",415,12.59,455.5202
"2024-03-10 00:00:00",416,12.58,490.148
"2024-03-10 01:00:00",417,12.58,487.27
"2024-03-10 02:00:00",418,12.57,487.3293
"2024-03-10 03:00:00",419,12.57,467.1471
"2024-03-10 04:00:00",420,12.56,501.7506
"2024-03-10 05:00:00",421,12.55,496.0025
"2024-03-10 06:00:00",422,12.55,475.942
"2024-03-10 07:00:00",423,12.55,484.6154
"2024-03-10 08:00:00",424,12.56,499.0385
"2024-03-10 09:00:00",425,12.58,487.5
"2024-03-10 10:00:00",426,12.67,484.5758
"2024-03-10 11:00:00",427,12.71,484.4492
"2024-03-10 12:00:00",428,12.68,487.3328
"2024-03-10 13:00:00",429,12.83,458.493
"2024-03-10 14:00:00",430,12.87,487.2747
"2024-03-10 15:00:00",431,12.82,487.1662
"2024-03-10 16:00:00",432,12.76,475.6555
"2024-03-10 17:00:00",433,12.69,469.9148
"2024-03-10 18:00:00",434,12.62,478.672
"2024-03-10 19:00:00",435,12.57,487.3325
"2024-03-10 20:00:00",436,12.56,467.164
"2024-03-10 21:00:00",437,12.54,553.8237
"2024-03-10 22:00:00",438,12.54,542.3077
"2024-03-10 23:00:00",439,12.51,487.5
"2024-03-11 00:00:00",440,12.52,539.4231
"2024-03-11 01:00:00",441,12.51,542.3077
"2024-03-11 02:00:00",442,12.49,559.6154
"2024-03-11 03:00:00",443,12.48,519.2308
"2024-03-11 04:00:00",444,12.47,539.4686
"2024-03-11 05:00:00",445,12.47,525.1801
"2024-03-11 06:00:00",446,12.46,536.8466
"2024-03-11 07:00:00",447,12.45,548.4534
"2024-03-11 08:00:00",448,12.48,539.7936
"2024-03-11 09:00:00",449,12.56,484.783
"2024-03-11 10:00:00",450,12.67,467.3079
"2024-03-11 11:00:00",451,12.73,464.4232
"2024-03-11 12:00:00",452,12.67,464.4232
"2024-03-11 13:00:00",453,12.85,472.9479
"2024-03-11 14:00:00",454,12.88,484.4358
"2024-03-11 15:00:00",455,12.76,490.0482
"2024-03-11 16:00:00",456,12.73,467.012
"2024-03-11 17:00:00",457,12.67,475.7112
"2024-03-11 18:00:00",458,12.61,495.9833
"2024-03-11 19:00:00",459,12.55,495.9833
"2024-03-11 20:00:00",460,12.52,542.1408
"2024-03-11 21:00:00",461,12.51,527.8846
"2024-03-11 22:00:00",462,12.49,542.3077
"2024-03-11 23:00:00",463,12.49,516.3461
"2024-03-12 00:00:00",464,12.47,519.2308
"2024-03-12 01:00:00",465,12.46,550.9615
"2024-03-12 02:00:00",466,12.45,556.8291
"2024-03-12 03:00:00",467,12.44,539.6082
"2024-03-12 04:00:00",468,12.44,554.0093
"2024-03-12 05:00:00",469,12.43,583.044
"2024-03-12 06:00:00",470,12.43,580.2061
"2024-03-12 07:00:00",471,12.43,559.9999
"2024-03-12 08:00:00",472,12.44,557.1133
"2024-03-12 09:00:00",473,12.52,484.7796
"2024-03-12 10:00:00",474,12.59,481.7309
"2024-03-12 11:00:00",475,12.65,467.1495
"2024-03-12 12:00:00",476,12.58,475.7802
"2024-03-12 13:00:00",477,12.71,490.0728
"2024-03-12 14:00:00",478,12.77,455.4565
"2024-03-12 15:00:00",479,12.71,487.1655
"2024-03-12 16:00:00",480,12.65,490.0482
"2024-03-12 17:00:00",481,12.59,490.0482
"2024-03-12 18:00:00",482,12.57,565.017
"2024-03-12 19:00:00",483,12.53,593.9013
"2024-03-12 20:00:00",484,12.51,570.9576
"2024-03-12 21:00:00",485,12.49,596.9102
"2024-03-12 22:00:00",486,12.48,542.2651
"2024-03-12 23:00:00",487,12.47,562.5
"2024-03-13 00:00:00",488,12.46,585.5769
"2024-03-13 01:00:00",489,12.45,582.6923
"2024-03-13 02:00:00",490,12.45,571.1539
"2024-03-13 03:00:00",491,12.44,614.4231
"2024-03-13 04:00:00",492,12.43,614.4231
"2024-03-13 05:00:00",493,12.43,634.6154
"2024-03-13 06:00:00",494,12.42,634.6154
"2024-03-13 07:00:00",495,12.43,646.1539
"2024-03-13 08:00:00",496,12.45,611.5385
"2024-03-13 09:00:00",497,12.46,501.9231
"2024-03-13 10:00:00",498,12.54,487.5
"2024-03-13 11:00:00",499,12.6,487.3328
"2024-03-13 12:00:00",500,12.57,464.25
"2024-03-13 13:00:00",501,12.66,466.9871
"2024-03-13 14:00:00",502,12.6,478.5176
"2024-03-13 15:00:00",503,12.57,455.4565
"2024-03-13 16:00:00",504,12.53,466.9975
"2024-03-13 17:00:00",505,12.53,490.0555
"2024-03-13 18:00:00",506,12.49,605.355
"2024-03-13 19:00:00",507,12.47,562.2397
"2024-03-13 20:00:00",508,12.47,519.0523
"2024-03-13 21:00:00",509,12.45,594.0266
"2024-03-13 22:00:00",510,12.44,622.9073
"2024-03-13 23:00:00",511,12.43,556.7308
"2024-03-14 00:00:00",512,12.42,602.8846
"2024-03-14 01:00:00",513,12.41,608.6539
"2024-03-14 02:00:00",514,12.41,605.7692
"2024-03-14 03:00:00",515,12.41,637.5
"2024-03-14 04:00:00",516,12.39,623.0769
"2024-03-14 05:00:00",517,12.38,623.0826
"2024-03-14 06:00:00",518,12.38,634.6569
"2024-03-14 07:00:00",519,12.37,655.0104
"2024-03-14 08:00:00",520,12.38,614.6187
"2024-03-14 09:00:00",521,12.46,507.6925
"2024-03-14 10:00:00",522,12.48,487.5002
"2024-03-14 11:00:00",523,12.53,490.2056
"2024-03-14 12:00:00",524,12.52,455.4565
"2024-03-14 13:00:00",525,12.58,455.4565
"2024-03-14 14:00:00",526,12.66,498.6961
"2024-03-14 15:00:00",527,12.62,475.6352
"2024-03-14 16:00:00",528,12.59,490.059
"2024-03-14 17:00:00",529,12.53,513.1123
"2024-03-14 18:00:00",530,12.51,614.0101
"2024-03-14 19:00:00",531,12.48,550.6184
"2024-03-14 20:00:00",532,12.45,593.9986
"2024-03-14 21:00:00",533,12.44,550.7721
"2024-03-14 22:00:00",534,12.43,594.0266
"2024-03-14 23:00:00",535,12.41,594.0266
"2024-03-15 00:00:00",536,12.41,550.8491
"2024-03-15 01:00:00",537,12.4,550.9613
"2024-03-15 02:00:00",538,12.39,559.6154
"2024-03-15 03:00:00",539,12.38,614.4231
"2024-03-15 04:00:00",540,12.38,611.5385
"2024-03-15 05:00:00",541,12.37,634.6154
"2024-03-15 06:00:00",542,12.37,634.6154
"2024-03-15 07:00:00",543,12.36,634.6154
"2024-03-15 08:00:00",544,12.37,646.1539
"2024-03-15 09:00:00",545,12.46,475.7996
"2024-03-15 10:00:00",546,12.47,490.0536
"2024-03-15 11:00:00",547,12.5,498.6961
"2024-03-15 12:00:00",548,12.51,478.5176
"2024-03-15 13:00:00",549,12.53,487.1655
"2024-03-15 14:00:00",550,12.57,490.0482
"2024-03-15 15:00:00",551,12.54,455.472
"2024-03-15 16:00:00",552,12.52,478.5482
