#,"Date Time, GMT-04:00","Full Range, μS/cm (LGR S/N: 10757734, SEN S/N: 10757734)","Temp, °F (LGR S/N: 10757734, SEN S/N: 10757734)",Coupler Detached (LGR S/N: 10757734),Coupler Attached (LGR S/N: 10757734),Host Connected (LGR S/N: 10757734),End Of File (LGR S/N: 10757734)
125,9/14/2022 11:55,135.8,77.86,,,,
126,9/14/2022 11:55,138.5,77.9,,,,
127,9/14/2022 11:55,115.3,77.9,,,,
128,9/14/2022 11:55,136.2,77.86,,,,
129,9/14/2022 11:55,134.7,77.86,,,,
130,9/14/2022 11:55,139.3,77.9,,,,
131,9/14/2022 11:55,122.5,77.9,,,,
132,9/14/2022 11:55,127.4,77.86,,,,
133,9/14/2022 11:55,124.4,77.9,,,,
134,9/14/2022 11:55,130.5,77.9,,,,
135,9/14/2022 11:55,114.1,77.86,,,,
136,9/14/2022 11:55,112.6,77.9,,,,
137,9/14/2022 11:56,116.8,77.86,,,,
138,9/14/2022 11:56,120.6,77.9,,,,
139,9/14/2022 11:56,123.6,77.86,,,,
140,9/14/2022 11:56,117.2,77.86,,,,
141,9/14/2022 11:56,117.9,77.86,,,,
142,9/14/2022 11:56,117.5,77.9,,,,
143,9/14/2022 11:56,122.1,77.86,,,,
144,9/14/2022 11:56,122.1,77.86,,,,
145,9/14/2022 11:56,117.5,77.86,,,,
146,9/14/2022 11:56,117.2,77.86,,,,
147,9/14/2022 11:56,111.8,77.9,,,,
148,9/14/2022 11:56,110.3,77.9,,,,
149,9/14/2022 11:57,116.4,77.86,,,,
150,9/14/2022 11:57,114.9,77.9,,,,
151,9/14/2022 11:57,114.9,77.9,,,,
152,9/14/2022 11:57,109.9,77.9,,,,
153,9/14/2022 11:57,111.8,77.9,,,,
154,9/14/2022 11:57,109.9,77.9,,,,
155,9/14/2022 11:57,103.5,77.9,,,,
156,9/14/2022 11:57,106.9,77.9,,,,
157,9/14/2022 11:57,104.2,77.86,,,,
158,9/14/2022 11:57,109.6,77.9,,,,
159,9/14/2022 11:57,105.4,77.9,,,,
160,9/14/2022 11:57,104.2,77.86,,,,
161,9/14/2022 11:58,102.7,77.9,,,,
162,9/14/2022 11:58,102.7,77.9,,,,
163,9/14/2022 11:58,103.9,77.9,,,,
164,9/14/2022 11:58,100.8,77.86,,,,
165,9/14/2022 11:58,100.4,77.9,,,,
166,9/14/2022 11:58,102.7,77.9,,,,
167,9/14/2022 11:58,103.1,77.9,,,,
168,9/14/2022 11:58,101.6,77.92,,,,
169,9/14/2022 11:58,108,77.9,,,,
170,9/14/2022 11:58,105.4,77.9,,,,
171,9/14/2022 11:58,105.8,77.9,,,,
172,9/14/2022 11:58,105,77.9,,,,
173,9/14/2022 11:59,105,77.9,,,,
174,9/14/2022 11:59,103.1,77.92,,,,
175,9/14/2022 11:59,98.2,77.9,,,,
176,9/14/2022 11:59,99.7,77.92,,,,
177,9/14/2022 11:59,97.4,77.9,,,,
178,9/14/2022 11:59,98.2,77.92,,,,
179,9/14/2022 11:59,99.7,77.92,,,,
180,9/14/2022 11:59,99.3,77.92,,,,
181,9/14/2022 11:59,99.7,77.92,,,,
182,9/14/2022 11:59,100.4,77.9,,,,
183,9/14/2022 11:59,98.9,77.92,,,,
184,9/14/2022 11:59,97.4,77.92,,,,
185,9/14/2022 12:00,98.5,77.92,,,,
186,9/14/2022 12:00,97.4,77.9,,,,
187,9/14/2022 12:00,97.8,77.92,,,,
188,9/14/2022 12:00,97,77.92,,,,
189,9/14/2022 12:00,97.8,77.92,,,,
190,9/14/2022 12:00,97.4,77.92,,,,
191,9/14/2022 12:00,98.2,77.92,,,,
192,9/14/2022 12:00,98.2,77.92,,,,
193,9/14/2022 12:00,98.5,77.92,,,,
194,9/14/2022 12:00,97.8,77.92,,,,
195,9/14/2022 12:00,97.8,77.92,,,,
196,9/14/2022 12:00,95.9,77.92,,,,
197,9/14/2022 12:01,96.6,77.92,,,,
198,9/14/2022 12:01,97,77.92,,,,
199,9/14/2022 12:01,95.9,77.9,,,,
200,9/14/2022 12:01,95.5,77.92,,,,
201,9/14/2022 12:01,95.1,77.92,,,,
202,9/14/2022 12:01,93.6,77.92,,,,
203,9/14/2022 12:01,96.3,77.9,,,,
204,9/14/2022 12:01,96.6,77.92,,,,
205,9/14/2022 12:01,96.6,77.92,,,,
206,9/14/2022 12:01,95.9,77.92,,,,
207,9/14/2022 12:01,95.1,77.92,,,,
208,9/14/2022 12:01,94,77.92,,,,
209,9/14/2022 12:02,94.7,77.94,,,,
210,9/14/2022 12:02,94.7,77.92,,,,
211,9/14/2022 12:02,94.7,77.92,,,,
212,9/14/2022 12:02,94.7,77.92,,,,
213,9/14/2022 12:02,94.4,77.92,,,,
214,9/14/2022 12:02,94,77.92,,,,
215,9/14/2022 12:02,93.2,77.92,,,,
216,9/14/2022 12:02,92.8,77.94,,,,
217,9/14/2022 12:02,92.5,77.94,,,,
218,9/14/2022 12:02,93.6,77.92,,,,
219,9/14/2022 12:02,94.4,77.94,,,,
220,9/14/2022 12:02,92.5,77.92,,,,
221,9/14/2022 12:03,93.2,77.92,,,,
222,9/14/2022 12:03,91.3,77.92,,,,
223,9/14/2022 12:03,92.1,77.94,,,,
224,9/14/2022 12:03,91.3,77.94,,,,
225,9/14/2022 12:03,91.7,77.94,,,,
226,9/14/2022 12:03,90.9,77.94,,,,
227,9/14/2022 12:03,91.7,77.94,,,,
228,9/14/2022 12:03,91.7,77.94,,,,
229,9/14/2022 12:03,91.3,77.94,,,,
230,9/14/2022 12:03,90.9,77.94,,,,
231,9/14/2022 12:03,90.2,77.94,,,,
232,9/14/2022 12:03,90.6,77.94,,,,
233,9/14/2022 12:04,89.8,77.94,,,,
234,9/14/2022 12:04,89.8,77.94,,,,
235,9/14/2022 12:04,90.2,77.94,,,,
236,9/14/2022 12:04,89.8,77.95,,,,
237,9/14/2022 12:04,89.8,77.95,,,,
238,9/14/2022 12:04,90.2,77.94,,,,
239,9/14/2022 12:04,89.8,77.94,,,,
240,9/14/2022 12:04,89.8,77.94,,,,
241,9/14/2022 12:04,89.8,77.95,,,,
242,9/14/2022 12:04,89.8,77.95,,,,
243,9/14/2022 12:04,89.8,77.94,,,,
244,9/14/2022 12:04,89.8,77.94,,,,
245,9/14/2022 12:05,88.7,77.94,,,,
246,9/14/2022 12:05,87.9,77.94,,,,
247,9/14/2022 12:05,88.3,77.94,,,,
248,9/14/2022 12:05,88.3,77.94,,,,
249,9/14/2022 12:05,87.9,77.94,,,,
250,9/14/2022 12:05,88.3,77.94,,,,
251,9/14/2022 12:05,88.3,77.94,,,,
252,9/14/2022 12:05,88.3,77.94,,,,
253,9/14/2022 12:05,88.3,77.94,,,,
254,9/14/2022 12:05,88.7,77.94,,,,
255,9/14/2022 12:05,88.3,77.94,,,,
256,9/14/2022 12:05,87.9,77.94,,,,
257,9/14/2022 12:06,87.5,77.94,,,,
258,9/14/2022 12:06,87.9,77.94,,,,
259,9/14/2022 12:06,87.2,77.94,,,,
260,9/14/2022 12:06,86.8,77.94,,,,
261,9/14/2022 12:06,86.4,77.94,,,,
262,9/14/2022 12:06,86.8,77.94,,,,
263,9/14/2022 12:06,86.8,77.94,,,,
264,9/14/2022 12:06,86.8,77.94,,,,
265,9/14/2022 12:06,86.4,77.94,,,,
266,9/14/2022 12:06,86.4,77.94,,,,
267,9/14/2022 12:06,86.4,77.94,,,,
268,9/14/2022 12:06,86.4,77.94,,,,
269,9/14/2022 12:07,86.4,77.94,,,,
270,9/14/2022 12:07,86,77.94,,,,
271,9/14/2022 12:07,86.8,77.94,,,,
272,9/14/2022 12:07,86.4,77.94,,,,
273,9/14/2022 12:07,86.4,77.94,,,,
274,9/14/2022 12:07,86.4,77.94,,,,
275,9/14/2022 12:07,86,77.95,,,,
276,9/14/2022 12:07,86,77.94,,,,
277,9/14/2022 12:07,86.4,77.94,,,,
278,9/14/2022 12:07,86,77.95,,,,
279,9/14/2022 12:07,86.4,77.95,,,,
280,9/14/2022 12:07,86,77.95,,,,
281,9/14/2022 12:08,85.3,77.94,,,,
282,9/14/2022 12:08,85.3,77.94,,,,
283,9/14/2022 12:08,84.9,77.95,,,,
284,9/14/2022 12:08,85.3,77.95,,,,
285,9/14/2022 12:08,85.6,77.94,,,,
286,9/14/2022 12:08,85.6,77.94,,,,
287,9/14/2022 12:08,85.3,77.95,,,,
288,9/14/2022 12:08,85.3,77.94,,,,
289,9/14/2022 12:08,85.3,77.95,,,,
290,9/14/2022 12:08,85.3,77.94,,,,
291,9/14/2022 12:08,85.3,77.94,,,,
292,9/14/2022 12:08,85.3,77.94,,,,
293,9/14/2022 12:09,84.9,77.95,,,,
294,9/14/2022 12:09,85.3,77.95,,,,
295,9/14/2022 12:09,84.9,77.95,,,,
296,9/14/2022 12:09,84.9,77.94,,,,
297,9/14/2022 12:09,84.9,77.95,,,,
298,9/14/2022 12:09,84.9,77.94,,,,
299,9/14/2022 12:09,84.9,77.94,,,,
300,9/14/2022 12:09,84.9,77.94,,,,
301,9/14/2022 12:09,84.9,77.94,,,,
302,9/14/2022 12:09,84.5,77.95,,,,
303,9/14/2022 12:09,84.5,77.95,,,,
304,9/14/2022 12:09,84.5,77.94,,,,
305,9/14/2022 12:10,84.5,77.94,,,,
306,9/14/2022 12:10,84.5,77.95,,,,
307,9/14/2022 12:10,84.5,77.94,,,,
308,9/14/2022 12:10,84.5,77.94,,,,
309,9/14/2022 12:10,84.5,77.94,,,,
310,9/14/2022 12:10,84.5,77.94,,,,
311,9/14/2022 12:10,84.5,77.94,,,,
312,9/14/2022 12:10,84.5,77.94,,,,
313,9/14/2022 12:10,84.5,77.94,,,,
314,9/14/2022 12:10,84.1,77.94,,,,
315,9/14/2022 12:10,84.1,77.95,,,,
316,9/14/2022 12:10,84.1,77.94,,,,
317,9/14/2022 12:11,84.1,77.94,,,,
318,9/14/2022 12:11,84.1,77.94,,,,
319,9/14/2022 12:11,84.1,77.94,,,,
320,9/14/2022 12:11,84.5,77.95,,,,
321,9/14/2022 12:11,84.5,77.94,,,,
322,9/14/2022 12:11,84.1,77.95,,,,
323,9/14/2022 12:11,84.1,77.95,,,,
324,9/14/2022 12:11,84.1,77.95,,,,
325,9/14/2022 12:11,83.7,77.94,,,,
326,9/14/2022 12:11,84.1,77.94,,,,
327,9/14/2022 12:11,83.7,77.94,,,,
328,9/14/2022 12:11,83.7,77.94,,,,
329,9/14/2022 12:12,83.7,77.94,,,,
330,9/14/2022 12:12,83.7,77.94,,,,
331,9/14/2022 12:12,83.7,77.94,,,,
332,9/14/2022 12:12,83.7,77.94,,,,
333,9/14/2022 12:12,83.4,77.94,,,,
334,9/14/2022 12:12,83.7,77.94,,,,
335,9/14/2022 12:12,83.7,77.94,,,,
336,9/14/2022 12:12,83.7,77.94,,,,
337,9/14/2022 12:12,83.7,77.94,,,,
338,9/14/2022 12:12,83.7,77.94,,,,
339,9/14/2022 12:12,83.7,77.94,,,,
340,9/14/2022 12:12,83.7,77.94,,,,
341,9/14/2022 12:13,83.7,77.94,,,,
342,9/14/2022 12:13,83.7,77.94,,,,
343,9/14/2022 12:13,83.7,77.94,,,,
344,9/14/2022 12:13,83.7,77.94,,,,
345,9/14/2022 12:13,83.7,77.94,,,,
346,9/14/2022 12:13,83.7,77.94,,,,
347,9/14/2022 12:13,83.7,77.94,,,,
348,9/14/2022 12:13,83.7,77.94,,,,
349,9/14/2022 12:13,83.7,77.94,,,,
350,9/14/2022 12:13,83.7,77.94,,,,
351,9/14/2022 12:13,83.4,77.94,,,,
352,9/14/2022 12:13,83.4,77.94,,,,
353,9/14/2022 12:14,83.4,77.95,,,,
354,9/14/2022 12:14,83.7,77.95,,,,
355,9/14/2022 12:14,83.4,77.94,,,,
356,9/14/2022 12:14,83.4,77.94,,,,
357,9/14/2022 12:14,83.7,77.94,,,,
358,9/14/2022 12:14,83.4,77.94,,,,
359,9/14/2022 12:14,83.4,77.94,,,,
360,9/14/2022 12:14,83.4,77.94,,,,
361,9/14/2022 12:14,83,77.95,,,,
362,9/14/2022 12:14,83.4,77.94,,,,
363,9/14/2022 12:14,83.4,77.94,,,,
364,9/14/2022 12:14,83.4,77.94,,,,
