"Plot Title: 5_DO_02102024_5"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20342022, SEN S/N: 20342022)","Temp, °F (LGR S/N: 20342022, SEN S/N: 20342022)","Coupler Attached (LGR S/N: 20342022, SEN S/N: 20342022)","Host Connected (LGR S/N: 20342022, SEN S/N: 20342022)","Stopped (LGR S/N: 20342022, SEN S/N: 20342022)","End Of File (LGR S/N: 20342022, SEN S/N: 20342022)"
52,01/05/25 03:00:00 PM,8.19,56.19,,,,
53,01/05/25 04:00:00 PM,8.15,56.66,,,,
54,01/05/25 05:00:00 PM,7.92,58.06,,,,
55,01/05/25 06:00:00 PM,8.07,55.87,,,,
56,01/05/25 07:00:00 PM,8.09,54.90,,,,
57,01/05/25 08:00:00 PM,8.23,53.35,,,,
58,01/05/25 09:00:00 PM,8.43,51.87,,,,
59,01/05/25 10:00:00 PM,8.50,51.30,,,,
60,01/05/25 11:00:00 PM,8.61,50.58,,,,
61,01/06/25 12:00:00 AM,8.76,49.64,,,,
62,01/06/25 01:00:00 AM,8.78,49.46,,,,
63,01/06/25 02:00:00 AM,8.78,49.35,,,,
64,01/06/25 03:00:00 AM,8.92,48.38,,,,
65,01/06/25 04:00:00 AM,8.97,48.13,,,,
66,01/06/25 05:00:00 AM,8.88,48.56,,,,
67,01/06/25 06:00:00 AM,8.69,49.53,,,,
68,01/06/25 07:00:00 AM,8.58,50.32,,,,
69,01/06/25 08:00:00 AM,8.34,51.48,,,,
70,01/06/25 09:00:00 AM,8.22,52.48,,,,
71,01/06/25 10:00:00 AM,7.92,54.93,,,,
72,01/06/25 11:00:00 AM,7.66,57.70,,,,
73,01/06/25 12:00:00 PM,7.35,61.30,,,,
74,01/06/25 01:00:00 PM,7.28,61.99,,,,
75,01/06/25 02:00:00 PM,7.14,62.85,,,,
76,01/06/25 03:00:00 PM,7.23,62.60,,,,
77,01/06/25 04:00:00 PM,7.10,62.24,,,,
78,01/06/25 05:00:00 PM,7.06,62.28,,,,
79,01/06/25 06:00:00 PM,7.14,60.30,,,,
80,01/06/25 07:00:00 PM,7.23,58.86,,,,
81,01/06/25 08:00:00 PM,7.26,58.10,,,,
82,01/06/25 09:00:00 PM,7.39,56.84,,,,
83,01/06/25 10:00:00 PM,7.68,54.54,,,,
84,01/06/25 11:00:00 PM,7.89,52.74,,,,
85,01/07/25 12:00:00 AM,8.05,51.51,,,,
86,01/07/25 01:00:00 AM,8.24,50.29,,,,
87,01/07/25 02:00:00 AM,8.32,49.32,,,,
88,01/07/25 03:00:00 AM,8.48,48.56,,,,
89,01/07/25 04:00:00 AM,8.45,48.56,,,,
90,01/07/25 05:00:00 AM,8.63,47.77,,,,
91,01/07/25 06:00:00 AM,8.83,46.65,,,,
92,01/07/25 07:00:00 AM,8.98,45.75,,,,
93,01/07/25 08:00:00 AM,9.16,44.89,,,,
94,01/07/25 09:00:00 AM,9.27,44.49,,,,
95,01/07/25 10:00:00 AM,9.24,45.00,,,,
96,01/07/25 11:00:00 AM,9.25,45.72,,,,
97,01/07/25 12:00:00 PM,8.97,48.56,,,,
98,01/07/25 01:00:00 PM,8.56,51.51,,,,
99,01/07/25 02:00:00 PM,8.88,50.00,,,,
100,01/07/25 03:00:00 PM,8.81,50.97,,,,
101,01/07/25 04:00:00 PM,8.79,51.37,,,,
102,01/07/25 05:00:00 PM,8.69,51.73,,,,
103,01/07/25 06:00:00 PM,8.71,50.47,,,,
104,01/07/25 07:00:00 PM,8.98,48.20,,,,
105,01/07/25 08:00:00 PM,9.17,46.76,,,,
106,01/07/25 09:00:00 PM,9.34,45.57,,,,
107,01/07/25 10:00:00 PM,9.52,44.56,,,,
108,01/07/25 11:00:00 PM,9.71,43.45,,,,
109,01/08/25 12:00:00 AM,9.92,42.40,,,,
110,01/08/25 01:00:00 AM,9.94,42.19,,,,
111,01/08/25 02:00:00 AM,10.03,41.58,,,,
112,01/08/25 03:00:00 AM,10.14,41.22,,,,
113,01/08/25 04:00:00 AM,10.38,40.46,,,,
114,01/08/25 05:00:00 AM,10.46,39.85,,,,
115,01/08/25 06:00:00 AM,10.54,39.31,,,,
116,01/08/25 07:00:00 AM,10.64,39.02,,,,
117,01/08/25 08:00:00 AM,10.64,39.09,,,,
118,01/08/25 09:00:00 AM,10.75,38.70,,,,
119,01/08/25 10:00:00 AM,10.40,40.96,,,,
120,01/08/25 11:00:00 AM,9.98,44.17,,,,
121,01/08/25 12:00:00 PM,9.45,48.16,,,,
122,01/08/25 01:00:00 PM,8.96,51.37,,,,
123,01/08/25 02:00:00 PM,9.25,50.36,,,,
124,01/08/25 03:00:00 PM,9.15,50.94,,,,
125,01/08/25 04:00:00 PM,9.08,51.37,,,,
126,01/08/25 05:00:00 PM,8.92,52.05,,,,
127,01/08/25 06:00:00 PM,8.94,50.61,,,,
128,01/08/25 07:00:00 PM,9.32,47.73,,,,
129,01/08/25 08:00:00 PM,9.58,45.82,,,,
130,01/08/25 09:00:00 PM,9.76,44.49,,,,
131,01/08/25 10:00:00 PM,9.88,43.63,,,,
132,01/08/25 11:00:00 PM,10.04,42.69,,,,
133,01/09/25 12:00:00 AM,10.10,41.94,,,,
134,01/09/25 01:00:00 AM,10.24,41.36,,,,
135,01/09/25 02:00:00 AM,10.35,40.86,,,,
136,01/09/25 03:00:00 AM,10.52,40.32,,,,
137,01/09/25 04:00:00 AM,10.53,40.17,,,,
138,01/09/25 05:00:00 AM,10.47,40.42,,,,
139,01/09/25 06:00:00 AM,10.43,40.42,,,,
140,01/09/25 07:00:00 AM,10.56,39.99,,,,
141,01/09/25 08:00:00 AM,10.70,39.34,,,,
142,01/09/25 09:00:00 AM,10.83,38.95,,,,
143,01/09/25 10:00:00 AM,10.68,40.03,,,,
144,01/09/25 11:00:00 AM,10.58,41.36,,,,
145,01/09/25 12:00:00 PM,10.02,45.39,,,,
146,01/09/25 01:00:00 PM,9.34,49.17,,,,
147,01/09/25 02:00:00 PM,9.79,47.44,,,,
148,01/09/25 03:00:00 PM,9.69,48.02,,,,
149,01/09/25 04:00:00 PM,9.62,48.56,,,,
150,01/09/25 05:00:00 PM,9.46,49.39,,,,
151,01/09/25 06:00:00 PM,9.46,47.98,,,,
152,01/09/25 07:00:00 PM,9.96,44.67,,,,
153,01/09/25 08:00:00 PM,10.25,42.66,,,,
154,01/09/25 09:00:00 PM,10.53,40.96,,,,
155,01/09/25 10:00:00 PM,10.68,40.06,,,,
156,01/09/25 11:00:00 PM,10.71,39.81,,,,
157,01/10/25 12:00:00 AM,10.77,39.63,,,,
158,01/10/25 01:00:00 AM,10.81,39.34,,,,
159,01/10/25 02:00:00 AM,10.93,38.84,,,,
160,01/10/25 03:00:00 AM,11.02,38.44,,,,
161,01/10/25 04:00:00 AM,10.83,39.24,,,,
162,01/10/25 05:00:00 AM,10.82,39.16,,,,
163,01/10/25 06:00:00 AM,10.81,39.13,,,,
164,01/10/25 07:00:00 AM,10.75,39.42,,,,
165,01/10/25 08:00:00 AM,10.71,39.60,,,,
166,01/10/25 09:00:00 AM,10.63,40.21,,,,
167,01/10/25 10:00:00 AM,10.29,42.40,,,,
168,01/10/25 11:00:00 AM,9.70,46.40,,,,
169,01/10/25 12:00:00 PM,9.02,51.51,,,,
170,01/10/25 01:00:00 PM,8.56,55.04,,,,
171,01/10/25 02:00:00 PM,8.84,54.21,,,,
172,01/10/25 03:00:00 PM,8.65,55.69,,,,
173,01/10/25 04:00:00 PM,8.56,56.26,,,,
174,01/10/25 05:00:00 PM,8.50,55.94,,,,
175,01/10/25 06:00:00 PM,8.37,55.54,,,,
176,01/10/25 07:00:00 PM,8.38,54.46,,,,
177,01/10/25 08:00:00 PM,8.26,54.64,,,,
178,01/10/25 09:00:00 PM,8.17,54.97,,,,
179,01/10/25 10:00:00 PM,8.09,55.29,,,,
180,01/10/25 11:00:00 PM,7.98,55.87,,,,
181,01/11/25 12:00:00 AM,7.97,55.87,,,,
182,01/11/25 01:00:00 AM,8.01,55.51,,,,
183,01/11/25 02:00:00 AM,7.84,54.86,,,,
184,01/11/25 03:00:00 AM,8.14,54.43,,,,
185,01/11/25 04:00:00 AM,8.11,54.36,,,,
186,01/11/25 05:00:00 AM,8.12,54.39,,,,
187,01/11/25 06:00:00 AM,8.13,54.43,,,,
188,01/11/25 07:00:00 AM,8.11,54.64,,,,
189,01/11/25 08:00:00 AM,8.14,54.54,,,,
190,01/11/25 09:00:00 AM,8.17,54.32,,,,
191,01/11/25 10:00:00 AM,8.27,53.89,,,,
192,01/11/25 11:00:00 AM,8.40,53.64,,,,
193,01/11/25 12:00:00 PM,8.54,53.38,,,,
194,01/11/25 01:00:00 PM,8.56,53.24,,,,
195,01/11/25 02:00:00 PM,8.66,52.38,,,,
196,01/11/25 03:00:00 PM,8.65,52.74,,,,
197,01/11/25 04:00:00 PM,8.73,52.59,,,,
198,01/11/25 05:00:00 PM,8.72,52.20,,,,
199,01/11/25 06:00:00 PM,8.77,51.48,,,,
200,01/11/25 07:00:00 PM,8.72,50.79,,,,
201,01/11/25 08:00:00 PM,8.74,50.54,,,,
202,01/11/25 09:00:00 PM,8.91,49.32,,,,
203,01/11/25 10:00:00 PM,9.06,48.20,,,,
204,01/11/25 11:00:00 PM,9.17,47.59,,,,
205,01/12/25 12:00:00 AM,9.33,46.65,,,,
206,01/12/25 01:00:00 AM,9.50,45.72,,,,
207,01/12/25 02:00:00 AM,9.58,45.10,,,,
208,01/12/25 03:00:00 AM,9.76,44.20,,,,
209,01/12/25 04:00:00 AM,9.79,43.84,,,,
210,01/12/25 05:00:00 AM,9.93,43.27,,,,
211,01/12/25 06:00:00 AM,10.02,42.87,,,,
212,01/12/25 07:00:00 AM,10.15,42.33,,,,
213,01/12/25 08:00:00 AM,10.29,41.79,,,,
214,01/12/25 09:00:00 AM,10.41,41.50,,,,
215,01/12/25 10:00:00 AM,10.32,42.51,,,,
216,01/12/25 11:00:00 AM,10.12,44.06,,,,
217,01/12/25 12:00:00 PM,9.55,47.84,,,,
218,01/12/25 01:00:00 PM,9.23,50.29,,,,
219,01/12/25 02:00:00 PM,9.46,49.75,,,,
220,01/12/25 03:00:00 PM,9.34,50.43,,,,
221,01/12/25 04:00:00 PM,9.26,51.15,,,,
222,01/12/25 05:00:00 PM,9.14,51.44,,,,
223,01/12/25 06:00:00 PM,9.07,51.15,,,,
224,01/12/25 07:00:00 PM,9.30,49.39,,,,
225,01/12/25 08:00:00 PM,9.30,49.06,,,,
226,01/12/25 09:00:00 PM,9.39,48.45,,,,
227,01/12/25 10:00:00 PM,9.20,48.74,,,,
228,01/12/25 11:00:00 PM,9.17,48.88,,,,
229,01/13/25 12:00:00 AM,9.20,49.10,,,,
230,01/13/25 01:00:00 AM,9.13,49.32,,,,
231,01/13/25 02:00:00 AM,9.13,49.39,,,,
232,01/13/25 03:00:00 AM,9.04,49.57,,,,
233,01/13/25 04:00:00 AM,9.06,49.60,,,,
234,01/13/25 05:00:00 AM,8.97,49.57,,,,
235,01/13/25 06:00:00 AM,8.99,49.68,,,,
236,01/13/25 07:00:00 AM,9.01,49.60,,,,
237,01/13/25 08:00:00 AM,9.04,49.46,,,,
238,01/13/25 09:00:00 AM,9.04,49.46,,,,
239,01/13/25 10:00:00 AM,9.10,49.42,,,,
240,01/13/25 11:00:00 AM,9.15,49.50,,,,
241,01/13/25 12:00:00 PM,9.16,49.53,,,,
242,01/13/25 01:00:00 PM,9.09,49.86,,,,
243,01/13/25 02:00:00 PM,9.10,50.04,,,,
244,01/13/25 03:00:00 PM,9.07,50.25,,,,
245,01/13/25 04:00:00 PM,9.06,50.36,,,,
246,01/13/25 05:00:00 PM,9.08,50.25,,,,
247,01/13/25 06:00:00 PM,8.98,50.18,,,,
248,01/13/25 07:00:00 PM,8.92,50.00,,,,
249,01/13/25 08:00:00 PM,9.07,49.78,,,,
250,01/13/25 09:00:00 PM,9.00,49.86,,,,
251,01/13/25 10:00:00 PM,8.98,49.89,,,,
252,01/13/25 11:00:00 PM,9.05,49.89,,,,
253,01/14/25 12:00:00 AM,9.03,49.93,,,,
254,01/14/25 01:00:00 AM,9.04,49.96,,,,
255,01/14/25 02:00:00 AM,9.03,49.96,,,,
256,01/14/25 03:00:00 AM,9.03,50.04,,,,
257,01/14/25 04:00:00 AM,9.06,49.89,,,,
258,01/14/25 05:00:00 AM,9.13,49.42,,,,
259,01/14/25 06:00:00 AM,9.14,49.32,,,,
260,01/14/25 07:00:00 AM,9.25,48.60,,,,
261,01/14/25 08:00:00 AM,9.36,48.16,,,,
262,01/14/25 09:00:00 AM,9.33,48.06,,,,
263,01/14/25 10:00:00 AM,9.35,48.49,,,,
264,01/14/25 11:00:00 AM,9.34,49.24,,,,
265,01/14/25 12:00:00 PM,9.12,51.12,,,,
266,01/14/25 01:00:00 PM,8.98,52.84,,,,
267,01/14/25 02:00:00 PM,9.08,52.92,,,,
268,01/14/25 03:00:00 PM,8.91,54.00,,,,
269,01/14/25 04:00:00 PM,8.90,54.21,,,,
270,01/14/25 05:00:00 PM,8.86,54.18,,,,
271,01/14/25 06:00:00 PM,8.81,53.24,,,,
272,01/14/25 07:00:00 PM,8.97,52.02,,,,
273,01/14/25 08:00:00 PM,8.97,51.33,,,,
274,01/14/25 09:00:00 PM,9.12,50.65,,,,
275,01/14/25 10:00:00 PM,9.18,50.29,,,,
276,01/14/25 11:00:00 PM,9.22,50.00,,,,
277,01/15/25 12:00:00 AM,9.27,49.57,,,,
278,01/15/25 01:00:00 AM,9.32,49.06,,,,
279,01/15/25 02:00:00 AM,9.33,48.49,,,,
280,01/15/25 03:00:00 AM,9.50,47.62,,,,
281,01/15/25 04:00:00 AM,9.51,47.52,,,,
282,01/15/25 05:00:00 AM,9.54,47.34,,,,
283,01/15/25 06:00:00 AM,9.26,47.30,,,,
284,01/15/25 07:00:00 AM,9.52,47.37,,,,
285,01/15/25 08:00:00 AM,9.46,47.66,,,,
286,01/15/25 09:00:00 AM,9.42,47.84,,,,
287,01/15/25 10:00:00 AM,9.38,48.49,,,,
288,01/15/25 11:00:00 AM,9.31,49.42,,,,
289,01/15/25 12:00:00 PM,9.27,50.40,,,,
290,01/15/25 01:00:00 PM,9.15,51.87,,,,
291,01/15/25 02:00:00 PM,9.10,52.41,,,,
292,01/15/25 03:00:00 PM,9.06,52.92,,,,
293,01/15/25 04:00:00 PM,9.03,52.92,,,,
294,01/15/25 05:00:00 PM,9.00,52.77,,,,
295,01/15/25 06:00:00 PM,8.95,52.30,,,,
296,01/15/25 07:00:00 PM,8.99,51.33,,,,
297,01/15/25 08:00:00 PM,9.19,49.96,,,,
298,01/15/25 09:00:00 PM,9.35,48.81,,,,
299,01/15/25 10:00:00 PM,9.40,48.24,,,,
300,01/15/25 11:00:00 PM,9.45,47.80,,,,
301,01/16/25 12:00:00 AM,9.48,47.66,,,,
302,01/16/25 01:00:00 AM,9.56,47.08,,,,
303,01/16/25 02:00:00 AM,9.46,47.41,,,,
304,01/16/25 03:00:00 AM,9.36,47.59,,,,
305,01/16/25 04:00:00 AM,9.35,47.77,,,,
306,01/16/25 05:00:00 AM,9.33,47.84,,,,
307,01/16/25 06:00:00 AM,9.36,47.95,,,,
308,01/16/25 07:00:00 AM,9.33,48.09,,,,
309,01/16/25 08:00:00 AM,9.38,48.09,,,,
310,01/16/25 09:00:00 AM,9.45,48.24,,,,
311,01/16/25 10:00:00 AM,9.40,48.88,,,,
312,01/16/25 11:00:00 AM,9.21,50.54,,,,
313,01/16/25 12:00:00 PM,8.99,52.56,,,,
314,01/16/25 01:00:00 PM,8.95,53.60,,,,
315,01/16/25 02:00:00 PM,8.92,54.46,,,,
316,01/16/25 03:00:00 PM,8.71,55.51,,,,
317,01/16/25 04:00:00 PM,8.66,55.83,,,,
318,01/16/25 05:00:00 PM,8.52,56.23,,,,
319,01/16/25 06:00:00 PM,8.49,55.00,,,,
320,01/16/25 07:00:00 PM,8.69,53.06,,,,
321,01/16/25 08:00:00 PM,8.88,51.15,,,,
322,01/16/25 09:00:00 PM,9.09,49.96,,,,
323,01/16/25 10:00:00 PM,9.20,48.92,,,,
324,01/16/25 11:00:00 PM,9.30,48.24,,,,
325,01/17/25 12:00:00 AM,9.44,47.37,,,,
326,01/17/25 01:00:00 AM,9.56,46.80,,,,
327,01/17/25 02:00:00 AM,9.66,45.82,,,,
328,01/17/25 03:00:00 AM,9.68,45.39,,,,
329,01/17/25 04:00:00 AM,9.72,45.00,,,,
330,01/17/25 05:00:00 AM,9.75,44.17,,,,
331,01/17/25 06:00:00 AM,9.68,44.10,,,,
332,01/17/25 07:00:00 AM,9.84,43.70,,,,
333,01/17/25 08:00:00 AM,10.00,43.20,,,,
334,01/17/25 09:00:00 AM,9.99,43.34,,,,
335,01/17/25 10:00:00 AM,9.97,44.35,,,,
336,01/17/25 11:00:00 AM,9.60,47.23,,,,
337,01/17/25 12:00:00 PM,8.84,52.23,,,,
338,01/17/25 01:00:00 PM,8.46,55.54,,,,
339,01/17/25 02:00:00 PM,8.76,54.46,,,,
340,01/17/25 03:00:00 PM,8.56,55.80,,,,
341,01/17/25 04:00:00 PM,8.51,55.90,,,,
342,01/17/25 05:00:00 PM,8.45,56.26,,,,
343,01/17/25 06:00:00 PM,8.37,55.04,,,,
344,01/17/25 07:00:00 PM,8.68,52.63,,,,
345,01/17/25 08:00:00 PM,8.96,50.43,,,,
346,01/17/25 09:00:00 PM,8.99,49.68,,,,
347,01/17/25 10:00:00 PM,9.07,49.06,,,,
348,01/17/25 11:00:00 PM,9.07,48.92,,,,
349,01/18/25 12:00:00 AM,8.98,49.17,,,,
350,01/18/25 01:00:00 AM,8.85,50.00,,,,
351,01/18/25 02:00:00 AM,8.78,50.79,,,,
352,01/18/25 03:00:00 AM,8.70,51.15,,,,
353,01/18/25 04:00:00 AM,8.66,51.26,,,,
354,01/18/25 05:00:00 AM,8.60,51.55,,,,
355,01/18/25 06:00:00 AM,8.53,51.91,,,,
356,01/18/25 07:00:00 AM,8.47,52.12,,,,
357,01/18/25 08:00:00 AM,8.47,52.02,,,,
358,01/18/25 09:00:00 AM,8.49,51.98,,,,
359,01/18/25 10:00:00 AM,8.43,53.38,,,,
360,01/18/25 11:00:00 AM,8.28,55.26,,,,
361,01/18/25 12:00:00 PM,7.92,58.68,,,,
362,01/18/25 01:00:00 PM,7.87,60.08,,,,
363,01/18/25 02:00:00 PM,7.68,62.38,,,,
364,01/18/25 03:00:00 PM,7.70,61.12,,,,
365,01/18/25 04:00:00 PM,7.62,60.73,,,,
366,01/18/25 05:00:00 PM,7.71,59.18,,,,
367,01/18/25 06:00:00 PM,7.72,58.50,,,,
368,01/18/25 07:00:00 PM,7.68,57.99,,,,
369,01/18/25 08:00:00 PM,7.64,57.88,,,,
370,01/18/25 09:00:00 PM,7.65,57.81,,,,
371,01/18/25 10:00:00 PM,7.77,57.96,,,,
372,01/18/25 11:00:00 PM,7.93,57.96,,,,
373,01/19/25 12:00:00 AM,7.68,57.99,,,,
374,01/19/25 01:00:00 AM,7.56,58.14,,,,
375,01/19/25 02:00:00 AM,7.61,58.03,,,,
376,01/19/25 03:00:00 AM,7.41,58.21,,,,
377,01/19/25 04:00:00 AM,7.47,58.24,,,,
378,01/19/25 05:00:00 AM,7.43,58.28,,,,
379,01/19/25 06:00:00 AM,7.47,58.42,,,,
380,01/19/25 07:00:00 AM,7.97,58.82,,,,
381,01/19/25 08:00:00 AM,8.00,59.22,,,,
382,01/19/25 09:00:00 AM,7.77,59.43,,,,
383,01/19/25 10:00:00 AM,7.55,59.83,,,,
384,01/19/25 11:00:00 AM,7.32,60.22,,,,
385,01/19/25 12:00:00 PM,7.05,60.58,,,,
386,01/19/25 01:00:00 PM,6.78,60.84,,,,
387,01/19/25 02:00:00 PM,6.52,60.94,,,,
388,01/19/25 03:00:00 PM,6.31,61.05,,,,
389,01/19/25 04:00:00 PM,6.20,61.12,,,,
390,01/19/25 05:00:00 PM,6.12,61.05,,,,
391,01/19/25 06:00:00 PM,6.06,60.87,,,,
392,01/19/25 07:00:00 PM,6.03,60.55,,,,
393,01/19/25 08:00:00 PM,6.02,60.22,,,,
394,01/19/25 09:00:00 PM,6.00,59.90,,,,
395,01/19/25 10:00:00 PM,5.99,59.47,,,,
396,01/19/25 11:00:00 PM,5.97,59.07,,,,
397,01/20/25 12:00:00 AM,5.99,58.57,,,,
398,01/20/25 01:00:00 AM,6.01,58.03,,,,
399,01/20/25 02:00:00 AM,6.05,57.45,,,,
400,01/20/25 03:00:00 AM,6.09,56.91,,,,
401,01/20/25 04:00:00 AM,6.14,56.41,,,,
402,01/20/25 05:00:00 AM,6.24,55.80,,,,
403,01/20/25 06:00:00 AM,6.34,55.18,,,,
404,01/20/25 07:00:00 AM,6.44,54.57,,,,
405,01/20/25 08:00:00 AM,6.56,54.00,,,,
406,01/20/25 09:00:00 AM,6.67,53.46,,,,
407,01/20/25 10:00:00 AM,6.81,52.99,,,,
408,01/20/25 11:00:00 AM,6.93,52.63,,,,
409,01/20/25 12:00:00 PM,7.06,52.45,,,,
410,01/20/25 01:00:00 PM,7.17,52.59,,,,
411,01/20/25 02:00:00 PM,7.24,52.92,,,,
412,01/20/25 03:00:00 PM,7.28,53.13,,,,
413,01/20/25 04:00:00 PM,7.32,53.24,,,,
414,01/20/25 05:00:00 PM,7.35,53.17,,,,
415,01/20/25 06:00:00 PM,7.36,52.99,,,,
416,01/20/25 07:00:00 PM,7.42,52.77,,,,
417,01/20/25 08:00:00 PM,7.45,52.45,,,,
418,01/20/25 09:00:00 PM,7.51,52.16,,,,
419,01/20/25 10:00:00 PM,7.56,51.87,,,,
420,01/20/25 11:00:00 PM,7.61,51.62,,,,
421,01/21/25 12:00:00 AM,7.66,51.40,,,,
422,01/21/25 01:00:00 AM,7.72,51.22,,,,
423,01/21/25 02:00:00 AM,7.77,51.08,,,,
424,01/21/25 03:00:00 AM,7.83,50.86,,,,
425,01/21/25 04:00:00 AM,7.89,50.65,,,,
426,01/21/25 05:00:00 AM,7.95,50.43,,,,
427,01/21/25 06:00:00 AM,8.02,50.18,,,,
428,01/21/25 07:00:00 AM,8.09,49.96,,,,
429,01/21/25 08:00:00 AM,8.14,49.75,,,,
430,01/21/25 09:00:00 AM,8.19,49.60,,,,
431,01/21/25 10:00:00 AM,8.25,49.46,,,,
432,01/21/25 11:00:00 AM,8.30,49.39,,,,
433,01/21/25 12:00:00 PM,8.35,49.42,,,,
434,01/21/25 01:00:00 PM,8.40,49.57,,,,
435,01/21/25 02:00:00 PM,8.41,49.68,,,,
436,01/21/25 03:00:00 PM,8.43,49.71,,,,
437,01/21/25 04:00:00 PM,8.44,49.78,,,,
438,01/21/25 05:00:00 PM,8.45,49.82,,,,
439,01/21/25 06:00:00 PM,8.48,49.75,,,,
440,01/21/25 07:00:00 PM,8.51,49.64,,,,
441,01/21/25 08:00:00 PM,8.53,49.46,,,,
442,01/21/25 09:00:00 PM,8.66,49.14,,,,
443,01/21/25 10:00:00 PM,8.76,48.85,,,,
444,01/21/25 11:00:00 PM,8.87,48.56,,,,
445,01/22/25 12:00:00 AM,8.94,48.31,,,,
446,01/22/25 01:00:00 AM,9.06,47.95,,,,
447,01/22/25 02:00:00 AM,9.22,47.70,,,,
448,01/22/25 03:00:00 AM,9.38,47.48,,,,
449,01/22/25 04:00:00 AM,9.44,47.19,,,,
450,01/22/25 05:00:00 AM,9.55,46.94,,,,
451,01/22/25 06:00:00 AM,9.57,46.87,,,,
452,01/22/25 07:00:00 AM,9.53,46.80,,,,
453,01/22/25 08:00:00 AM,9.51,46.65,,,,
454,01/22/25 09:00:00 AM,9.45,46.51,,,,
455,01/22/25 10:00:00 AM,9.41,46.36,,,,
456,01/22/25 11:00:00 AM,9.35,46.33,,,,
457,01/22/25 12:00:00 PM,9.30,46.51,,,,
458,01/22/25 01:00:00 PM,9.25,46.69,,,,
459,01/22/25 02:00:00 PM,9.23,46.76,,,,
460,01/22/25 03:00:00 PM,9.22,46.98,,,,
461,01/22/25 04:00:00 PM,9.21,47.08,,,,
462,01/22/25 05:00:00 PM,9.20,47.05,,,,
463,01/22/25 06:00:00 PM,9.18,46.98,,,,
464,01/22/25 07:00:00 PM,9.15,46.80,,,,
465,01/22/25 08:00:00 PM,9.13,46.62,,,,
466,01/22/25 09:00:00 PM,9.12,46.40,,,,
467,01/22/25 10:00:00 PM,9.08,46.18,,,,
